# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  840       3.592493858204e-10       1.725541828756e-12       3.668220520451e-13       0.000000000000e+00       1.232200852135e-14       3.973375801235e-15      -1.458920416206e-17 
  841       3.582299611848e-10       1.739744639043e-12       6.367380469051e-13       0.000000000000e+00       1.226645614827e-14       3.952312898951e-15      -9.919735196911e-18 
  842       3.571832786660e-10       1.754819611956e-12       9.046718079575e-13       0.000000000000e+00       1.221121296650e-14       3.931156102911e-15      -5.285450260577e-18 
  843       3.561096185679e-10       1.770762802981e-12       1.170514179167e-12       0.000000000000e+00       1.215627662567e-14       3.909903257026e-15      -6.870594164392e-19 
  844       3.550092649873e-10       1.787570187807e-12       1.434155112469e-12       0.000000000000e+00       1.210164472556e-14       3.888552185169e-15       3.874723072572e-18 
  845       3.538825058256e-10       1.805237662050e-12       1.695483665298e-12       0.000000000000e+00       1.204731481586e-14       3.867100691114e-15       8.399178734420e-18 
  846       3.527296328014e-10       1.823761040975e-12       1.954387998098e-12       0.000000000000e+00       1.199328439608e-14       3.845546558476e-15       1.288558487840e-17 
  847       3.515509414624e-10       1.843136059217e-12       2.210755371854e-12       0.000000000000e+00       1.193955091527e-14       3.823887550648e-15       1.733321458558e-17 
  848       3.503467311977e-10       1.863358370507e-12       2.464472145606e-12       0.000000000000e+00       1.188611177192e-14       3.802121410741e-15       2.174133669926e-17 
  849       3.491173052502e-10       1.884423547391e-12       2.715423773974e-12       0.000000000000e+00       1.183296431371e-14       3.780245861522e-15       2.610921581536e-17 
  850       3.478629707285e-10       1.906327080954e-12       2.963494804677e-12       0.000000000000e+00       1.178010583739e-14       3.758258605351e-15       3.043611227292e-17 
  851       3.465840386192e-10       1.929064380546e-12       3.208568876056e-12       0.000000000000e+00       1.172753358856e-14       3.736157324125e-15       3.472128214453e-17 
  852       3.452808237992e-10       1.952630773497e-12       3.450528714593e-12       0.000000000000e+00       1.167524476149e-14       3.713939679208e-15       3.896397722674e-17 
  853       3.439536450480e-10       1.977021504847e-12       3.689256132434e-12       0.000000000000e+00       1.162323649894e-14       3.691603311380e-15       4.316344503052e-17 
  854       3.426028250595e-10       2.002231737065e-12       3.924632024909e-12       0.000000000000e+00       1.157150589201e-14       3.669145840765e-15       4.731892877170e-17 
  855       3.412286904546e-10       2.028256549773e-12       4.156536368054e-12       0.000000000000e+00       1.152004997990e-14       3.646564866780e-15       5.142966736143e-17 
  856       3.398315901737e-10       2.055089546868e-12       4.384861532159e-12       0.000000000000e+00       1.146886611236e-14       3.623858933070e-15       5.549510860256e-17 
  857       3.384119509741e-10       2.082718652419e-12       4.609552476277e-12       0.000000000000e+00       1.141795304388e-14       3.601030440510e-15       5.951555278332e-17 
  858       3.369702229033e-10       2.111130242532e-12       4.830567234203e-12       0.000000000000e+00       1.136730985776e-14       3.578082783758e-15       6.349152003939e-17 
  859       3.355068610193e-10       2.140310530948e-12       5.047863660267e-12       0.000000000000e+00       1.131693560516e-14       3.555019390849e-15       6.742353816787e-17 
  860       3.340223254057e-10       2.170245568537e-12       5.261399429031e-12       0.000000000000e+00       1.126682930488e-14       3.531843723288e-15       7.131214265249e-17 
  861       3.325170811875e-10       2.200921242790e-12       5.471132034989e-12       0.000000000000e+00       1.121698994333e-14       3.508559276152e-15       7.515787668903e-17 
  862       3.309915985454e-10       2.232323277320e-12       5.677018792265e-12       0.000000000000e+00       1.116741647438e-14       3.485169578182e-15       7.896129121055e-17 
  863       3.294463527319e-10       2.264437231352e-12       5.879016834313e-12       0.000000000000e+00       1.111810781919e-14       3.461678191881e-15       8.272294491277e-17 
  864       3.278818240858e-10       2.297248499219e-12       6.077083113617e-12       0.000000000000e+00       1.106906286617e-14       3.438088713610e-15       8.644340427934e-17 
  865       3.262984980479e-10       2.330742309858e-12       6.271174401391e-12       0.000000000000e+00       1.102028047079e-14       3.414404773685e-15       9.012324360721e-17 
  866       3.246968651761e-10       2.364903726302e-12       6.461247287275e-12       0.000000000000e+00       1.097175945549e-14       3.390630036475e-15       9.376304503188e-17 
  867       3.230774211603e-10       2.399717645179e-12       6.647258179039e-12       0.000000000000e+00       1.092349860955e-14       3.366768200495e-15       9.736339855277e-17 
  868       3.214406668380e-10       2.435168796202e-12       6.829163302278e-12       0.000000000000e+00       1.087549668897e-14       3.342822998505e-15       1.009249020585e-16 
  869       3.197871082094e-10       2.471241741669e-12       7.006918700115e-12       0.000000000000e+00       1.082775241634e-14       3.318798197606e-15       1.044481613523e-16 
  870       3.181172564525e-10       2.507920875953e-12       7.180480232896e-12       0.000000000000e+00       1.078026448073e-14       3.294697599338e-15       1.079337901771e-16 
  871       3.164316279383e-10       2.545190425000e-12       7.349803577896e-12       0.000000000000e+00       1.073303153756e-14       3.270525039772e-15       1.113824102412e-16 
  872       3.147307442463e-10       2.583034445821e-12       7.514844229011e-12       0.000000000000e+00       1.068605220848e-14       3.246284389611e-15       1.147946512432e-16 
  873       3.130151321792e-10       2.621436825991e-12       7.675557496463e-12       0.000000000000e+00       1.063932508122e-14       3.221979554286e-15       1.181711508976e-16 
  874       3.112853237788e-10       2.660381283140e-12       7.831898506496e-12       0.000000000000e+00       1.059284870955e-14       3.197614474049e-15       1.215125549601e-16 
  875       3.095418563405e-10       2.699851364448e-12       7.983822201076e-12       0.000000000000e+00       1.054662161304e-14       3.173193124074e-15       1.248195172526e-16 
  876       3.077852724289e-10       2.739830446144e-12       8.131283337591e-12       0.000000000000e+00       1.050064227704e-14       3.148719514550e-15       1.280926996889e-16 
  877       3.060161198930e-10       2.780301732995e-12       8.274236488552e-12       0.000000000000e+00       1.045490915249e-14       3.124197690781e-15       1.313327722999e-16 
  878       3.042349518814e-10       2.821248257804e-12       8.412636041289e-12       0.000000000000e+00       1.040942065586e-14       3.099631733276e-15       1.345404132589e-16 
  879       3.024423268573e-10       2.862652880906e-12       8.546436197651e-12       0.000000000000e+00       1.036417516896e-14       3.075025757856e-15       1.377163089068e-16 
  880       3.006388086141e-10       2.904498289659e-12       8.675590973709e-12       0.000000000000e+00       1.031917103886e-14       3.050383915739e-15       1.408611537776e-16 
  881       2.988249662900e-10       2.946766997943e-12       8.800054199449e-12       0.000000000000e+00       1.027440657775e-14       3.025710393646e-15       1.439756506236e-16 
  882       2.970013743841e-10       2.989441345652e-12       8.919779518478e-12       0.000000000000e+00       1.022988006283e-14       3.001009413890e-15       1.470605104407e-16 
  883       2.951686127707e-10       3.032503498188e-12       9.034720387719e-12       0.000000000000e+00       1.018558973620e-14       2.976285234478e-15       1.501164524939e-16 
  884       2.933272667150e-10       3.075935445960e-12       9.144830077111e-12       0.000000000000e+00       1.014153380470e-14       2.951542149205e-15       1.531442043425e-16 
  885       2.914779268884e-10       3.119719003875e-12       9.250061669311e-12       0.000000000000e+00       1.009771043980e-14       2.926784487750e-15       1.561445018651e-16 
  886       2.896211893833e-10       3.163835810834e-12       9.350368059390e-12       0.000000000000e+00       1.005411777751e-14       2.902016615776e-15       1.591180892857e-16 
  887       2.877576557286e-10       3.208267329228e-12       9.445701954533e-12       0.000000000000e+00       1.001075391821e-14       2.877242935020e-15       1.620657191982e-16 
  888       2.858879329050e-10       3.252994844430e-12       9.536015873741e-12       0.000000000000e+00       9.967616926570e-15       2.852467883397e-15       1.649881525921e-16 
  889       2.840126333600e-10       3.297999464291e-12       9.621262147527e-12       0.000000000000e+00       9.924704831398e-15       2.827695935091e-15       1.678861588779e-16 
  890       2.821323750229e-10       3.343262118639e-12       9.701392917617e-12       0.000000000000e+00       9.882015625529e-15       2.802931600653e-15       1.707605159121e-16 
  891       2.802477813207e-10       3.388763558766e-12       9.776360136650e-12       0.000000000000e+00       9.839547265703e-15       2.778179427099e-15       1.736120100229e-16 
  892       2.783594811927e-10       3.434484356929e-12       9.846115567875e-12       0.000000000000e+00       9.797297672439e-15       2.753443998004e-15       1.764414360351e-16 
  893       2.764681091057e-10       3.480404905842e-12       9.910610784854e-12       0.000000000000e+00       9.755264729917e-15       2.728729933603e-15       1.792495972960e-16 
  894       2.745743050699e-10       3.526505418172e-12       9.969797171157e-12       0.000000000000e+00       9.713446285853e-15       2.704041890881e-15       1.820373056999e-16 
  895       2.726786774126e-10       3.572766558479e-12       1.002363837517e-11       0.000000000000e+00       9.671840408195e-15       2.679383915666e-15       1.848051077633e-16 
  896       2.707816904068e-10       3.619171351354e-12       1.007214789776e-11       0.000000000000e+00       9.630446160050e-15       2.654757487118e-15       1.875524578994e-16 
  897       2.688837748402e-10       3.665703303404e-12       1.011535211716e-11       0.000000000000e+00       9.589262837152e-15       2.630163441528e-15       1.902785317075e-16 
  898       2.669853650991e-10       3.712345773223e-12       1.015327789101e-11       0.000000000000e+00       9.548289712111e-15       2.605602617441e-15       1.929824986859e-16 
  899       2.650868991782e-10       3.759081970974e-12       1.018595255792e-11       0.000000000000e+00       9.507526034330e-15       2.581075855647e-15       1.956635222162e-16 
  900       2.631888186901e-10       3.805894957984e-12       1.021340393901e-11       0.000000000000e+00       9.466971029914e-15       2.556583999190e-15       1.983207595476e-16 
  901       2.612915688751e-10       3.852767646330e-12       1.023566033949e-11       0.000000000000e+00       9.426623901594e-15       2.532127893359e-15       2.009533617814e-16 
  902       2.593955986106e-10       3.899682798431e-12       1.025275055024e-11       0.000000000000e+00       9.386483828637e-15       2.507708385694e-15       2.035604738549e-16 
  903       2.575013604211e-10       3.946623026637e-12       1.026470384934e-11       0.000000000000e+00       9.346549966768e-15       2.483326325980e-15       2.061412345262e-16 
  904       2.556093104874e-10       3.993570792816e-12       1.027155000366e-11       0.000000000000e+00       9.306821448080e-15       2.458982566251e-15       2.086947763584e-16 
  905       2.537199086565e-10       4.040508407946e-12       1.027331927040e-11       0.000000000000e+00       9.267297380953e-15       2.434677960789e-15       2.112202257037e-16 
  906       2.518336184513e-10       4.087418031705e-12       1.027004239867e-11       0.000000000000e+00       9.227976849971e-15       2.410413366119e-15       2.137167026880e-16 
  907       2.499509070801e-10       4.134281672059e-12       1.026175063106e-11       0.000000000000e+00       9.188858915836e-15       2.386189641015e-15       2.161833211948e-16 
  908       2.480722454461e-10       4.181081184849e-12       1.024847570517e-11       0.000000000000e+00       9.149942615286e-15       2.362007646495e-15       2.186191888503e-16 
  909       2.461981081575e-10       4.227798273385e-12       1.023024985522e-11       0.000000000000e+00       9.111226961009e-15       2.337868245822e-15       2.210234070068e-16 
  910       2.443289735366e-10       4.274414488035e-12       1.020710581357e-11       0.000000000000e+00       9.072710941561e-15       2.313772304504e-15       2.233950707276e-16 
  911       2.424653236297e-10       4.320911225811e-12       1.017907681230e-11       0.000000000000e+00       9.034393521281e-15       2.289720690292e-15       2.257332687714e-16 
  912       2.406076442168e-10       4.367269729961e-12       1.014619658478e-11       0.000000000000e+00       8.996273640207e-15       2.265714273181e-15       2.280370835760e-16 
  913       2.387564248212e-10       4.413471089557e-12       1.010849936724e-11       0.000000000000e+00       8.958350213992e-15       2.241753925410e-15       2.303055912434e-16 
  914       2.369121587190e-10       4.459496239088e-12       1.006601990030e-11       0.000000000000e+00       8.920622133821e-15       2.217840521460e-15       2.325378615236e-16 
  915       2.350753429488e-10       4.505325958043e-12       1.001879343056e-11       0.000000000000e+00       8.883088266326e-15       2.193974938052e-15       2.347329577990e-16 
  916       2.332464783215e-10       4.550940870507e-12       9.966855712155e-12       0.000000000000e+00       8.845747453504e-15       2.170158054153e-15       2.368899370689e-16 
  917       2.314260694296e-10       4.596321444747e-12       9.910243008331e-12       0.000000000000e+00       8.808598512629e-15       2.146390750968e-15       2.390078499337e-16 
  918       2.296146246573e-10       4.641447992802e-12       9.848992092986e-12       0.000000000000e+00       8.771640236174e-15       2.122673911943e-15       2.410857405792e-16 
  919       2.278126561896e-10       4.686300670073e-12       9.783140252249e-12       0.000000000000e+00       8.734871391719e-15       2.099008422765e-15       2.431226467611e-16 
  920       2.260206800225e-10       4.730859474911e-12       9.712725286035e-12       0.000000000000e+00       8.698290721877e-15       2.075395171360e-15       2.451175997890e-16 
  921       2.242392159721e-10       4.775104248209e-12       9.637785509616e-12       0.000000000000e+00       8.661896944202e-15       2.051835047894e-15       2.470696245110e-16 
  922       2.224687876846e-10       4.819014672989e-12       9.558359755175e-12       0.000000000000e+00       8.625688751107e-15       2.028328944772e-15       2.489777392979e-16 
  923       2.207099226459e-10       4.862570273992e-12       9.474487373377e-12       0.000000000000e+00       8.589664809784e-15       2.004877756636e-15       2.508409560276e-16 
  924       2.189631521911e-10       4.905750417269e-12       9.386208234929e-12       0.000000000000e+00       8.553823762115e-15       1.981482380368e-15       2.526582800695e-16 
  925       2.172290115141e-10       4.948534309769e-12       9.293562732142e-12       0.000000000000e+00       8.518164224591e-15       1.958143715086e-15       2.544287102683e-16 
  926       2.155080396775e-10       4.990900998927e-12       9.196591780495e-12       0.000000000000e+00       8.482684788225e-15       1.934862662145e-15       2.561512389292e-16 
  927       2.138007796220e-10       5.032829372258e-12       9.095336820199e-12       0.000000000000e+00       8.447384018473e-15       1.911640125136e-15       2.578248518014e-16 
  928       2.121077781762e-10       5.074298156942e-12       8.989839817759e-12       0.000000000000e+00       8.412260455147e-15       1.888477009887e-15       2.594485280630e-16 
  929       2.104295860660e-10       5.115285919415e-12       8.880143267540e-12       0.000000000000e+00       8.377312612330e-15       1.865374224462e-15       2.610212403049e-16 
  930       2.087667579245e-10       5.155771064959e-12       8.766290193325e-12       0.000000000000e+00       8.342538978294e-15       1.842332679158e-15       2.625419545154e-16 
  931       2.071198523016e-10       5.195731837291e-12       8.648324149882e-12       0.000000000000e+00       8.307938015415e-15       1.819353286509e-15       2.640096300644e-16 
  932       2.054894316733e-10       5.235146318152e-12       8.526289224527e-12       0.000000000000e+00       8.273508160092e-15       1.796436961280e-15       2.654232196879e-16 
  933       2.038760624518e-10       5.273992426898e-12       8.400230038685e-12       0.000000000000e+00       8.239247822657e-15       1.773584620474e-15       2.667816694720e-16 
  934       2.022802487445e-10       5.312250165868e-12       8.270196309785e-12       0.000000000000e+00       8.205155571958e-15       1.750797294128e-15       2.680842459313e-16 
  935       2.007022324767e-10       5.349908395783e-12       8.136256611926e-12       0.000000000000e+00       8.171230692411e-15       1.728076459629e-15       2.693315228781e-16 
  936       1.991421901631e-10       5.386958165465e-12       7.998484833454e-12       0.000000000000e+00       8.137472635489e-15       1.705423712627e-15       2.705244099509e-16 
  937       1.976002988755e-10       5.423390475553e-12       7.856955638318e-12       0.000000000000e+00       8.103880835792e-15       1.682840656719e-15       2.716638269490e-16 
  938       1.960767362433e-10       5.459196278403e-12       7.711744468260e-12       0.000000000000e+00       8.070454710985e-15       1.660328903465e-15       2.727507038612e-16 
  939       1.945716804540e-10       5.494366477986e-12       7.562927545006e-12       0.000000000000e+00       8.037193661747e-15       1.637890072403e-15       2.737859808953e-16 
  940       1.930853102537e-10       5.528891929785e-12       7.410581872455e-12       0.000000000000e+00       8.004097071703e-15       1.615525791062e-15       2.747706085075e-16 
  941       1.916178049478e-10       5.562763440694e-12       7.254785238871e-12       0.000000000000e+00       7.971164307372e-15       1.593237694975e-15       2.757055474314e-16 
  942       1.901693444014e-10       5.595971768915e-12       7.095616219070e-12       0.000000000000e+00       7.938394718108e-15       1.571027427701e-15       2.765917687073e-16 
  943       1.887401090399e-10       5.628507623859e-12       6.933154176608e-12       0.000000000000e+00       7.905787636039e-15       1.548896640831e-15       2.774302537120e-16 
  944       1.873302798494e-10       5.660361666039e-12       6.767479265977e-12       0.000000000000e+00       7.873342376009e-15       1.526846994009e-15       2.782219941871e-16 
  945       1.859400383776e-10       5.691524506973e-12       6.598672434791e-12       0.000000000000e+00       7.841058235520e-15       1.504880154945e-15       2.789679922692e-16 
  946       1.845695667337e-10       5.721986709080e-12       6.426815425973e-12       0.000000000000e+00       7.808934494674e-15       1.482997799426e-15       2.796692605187e-16 
  947       1.832190475897e-10       5.751738785577e-12       6.251990779953e-12       0.000000000000e+00       7.776970416115e-15       1.461201611339e-15       2.803268219489e-16 
  948       1.818886641801e-10       5.780771200377e-12       6.074281836847e-12       0.000000000000e+00       7.745165244965e-15       1.439493282677e-15       2.809417100559e-16 
  949       1.805786003033e-10       5.809074367991e-12       5.893772738656e-12       0.000000000000e+00       7.713518208776e-15       1.417874513559e-15       2.815149688472e-16 
  950       1.792890403215e-10       5.836638653421e-12       5.710548431453e-12       0.000000000000e+00       7.682028517459e-15       1.396347012243e-15       2.820476528714e-16 
  951       1.780201691613e-10       5.863454372062e-12       5.524694667568e-12       0.000000000000e+00       7.650695363236e-15       1.374912495141e-15       2.825408272472e-16 
  952       1.767721723148e-10       5.889511789595e-12       5.336298007786e-12       0.000000000000e+00       7.619517920574e-15       1.353572686835e-15       2.829955676929e-16 
  953       1.755452358392e-10       5.914801121891e-12       5.145445823530e-12       0.000000000000e+00       7.588495346132e-15       1.332329320090e-15       2.834129605556e-16 
  954       1.743395463582e-10       5.939312534906e-12       4.952226299055e-12       0.000000000000e+00       7.557626778699e-15       1.311184135868e-15       2.837941028402e-16 
  955       1.731552910621e-10       5.963036144579e-12       4.756728433635e-12       0.000000000000e+00       7.526911339136e-15       1.290138883345e-15       2.841401022392e-16 
  956       1.719926577084e-10       5.985962016731e-12       4.559042043755e-12       0.000000000000e+00       7.496348130317e-15       1.269195319926e-15       2.844520771614e-16 
  957       1.708518346222e-10       6.008080166960e-12       4.359257765298e-12       0.000000000000e+00       7.465936237072e-15       1.248355211258e-15       2.847311567617e-16 
  958       1.697330106970e-10       6.029380560546e-12       4.157467055739e-12       0.000000000000e+00       7.435674726129e-15       1.227620331245e-15       2.849784809699e-16 
  959       1.686363753952e-10       6.049853112339e-12       3.953762196330e-12       0.000000000000e+00       7.405562646053e-15       1.206992462062e-15       2.851952005202e-16 
  960       1.675621187484e-10       6.069487686668e-12       3.748236294294e-12       0.000000000000e+00       7.375599027188e-15       1.186473394173e-15       2.853824769805e-16 
  961       1.665104313582e-10       6.088274097230e-12       3.540983285012e-12       0.000000000000e+00       7.345782881599e-15       1.166064926343e-15       2.855414827816e-16 
  962       1.654815043965e-10       6.106202106993e-12       3.332097934214e-12       0.000000000000e+00       7.316113203014e-15       1.145768865653e-15       2.856734012465e-16 
  963       1.644755296061e-10       6.123261428093e-12       3.121675840168e-12       0.000000000000e+00       7.286588966765e-15       1.125587027515e-15       2.857794266197e-16 
  964       1.634926993016e-10       6.139441721731e-12       2.909813435871e-12       0.000000000000e+00       7.257209129730e-15       1.105521235688e-15       2.858607640962e-16 
  965       1.625332063692e-10       6.154732598072e-12       2.696607991237e-12       0.000000000000e+00       7.227972630271e-15       1.085573322290e-15       2.859186298513e-16 
  966       1.615972442678e-10       6.169123616144e-12       2.482157615289e-12       0.000000000000e+00       7.198878388182e-15       1.065745127817e-15       2.859542510693e-16 
  967       1.606850070297e-10       6.182604283733e-12       2.266561258348e-12       0.000000000000e+00       7.169925304623e-15       1.046038501152e-15       2.859688659731e-16 
  968       1.597966892602e-10       6.195164057285e-12       2.049918714220e-12       0.000000000000e+00       7.141112262068e-15       1.026455299584e-15       2.859637238535e-16 
  969       1.589324861393e-10       6.206792341800e-12       1.832330622391e-12       0.000000000000e+00       7.112438124241e-15       1.006997388824e-15       2.859400850983e-16 
  970       1.580925934215e-10       6.217478490733e-12       1.613898470213e-12       0.000000000000e+00       7.083901736062e-15       9.876666430150e-16       2.858992212215e-16 
  971       1.572772074363e-10       6.227211805892e-12       1.394724595094e-12       0.000000000000e+00       7.055501923585e-15       9.684649447493e-16       2.858424148930e-16 
  972       1.564865250893e-10       6.235981537334e-12       1.174912186689e-12       0.000000000000e+00       7.027237493942e-15       9.493941850838e-16       2.857709599672e-16 
  973       1.557206885863e-10       6.243779321400e-12       9.545600273841e-13       0.000000000000e+00       6.999107369996e-15       9.304563574536e-16       2.856858368147e-16 
  974       1.549796186979e-10       6.250606535115e-12       7.337466228403e-13       0.000000000000e+00       6.971110996632e-15       9.116538409287e-16       2.855867329169e-16 
  975       1.542631789933e-10       6.256467051977e-12       5.125458375895e-13       0.000000000000e+00       6.943247940452e-15       8.929891212382e-16       2.854730076279e-16 
  976       1.535712308829e-10       6.261364814037e-12       2.910321366660e-13       0.000000000000e+00       6.915517755568e-15       8.744646972834e-16       2.853440155283e-16 
  977       1.529036336120e-10       6.265303832106e-12       6.928058713038e-14       0.000000000000e+00       6.887919983564e-15       8.560830811638e-16       2.851991064130e-16 
  978       1.522602442542e-10       6.268288185959e-12      -1.526331404070e-13       0.000000000000e+00       6.860454153452e-15       8.378467982043e-16       2.850376252800e-16 
  979       1.516409177048e-10       6.270322024547e-12      -3.746327702624e-13       0.000000000000e+00       6.833119781631e-15       8.197583869813e-16       2.848589123178e-16 
  980       1.510455066744e-10       6.271409566198e-12      -5.966414201553e-13       0.000000000000e+00       6.805916371848e-15       8.018203993500e-16       2.846623028940e-16 
  981       1.504738616828e-10       6.271555098828e-12      -8.185815996849e-13       0.000000000000e+00       6.778843415152e-15       7.840354004703e-16       2.844471275434e-16 
  982       1.499258310519e-10       6.270762980145e-12      -1.040375208806e-12       0.000000000000e+00       6.751900389859e-15       7.664059688342e-16       2.842127119561e-16 
  983       1.494012608998e-10       6.269037637857e-12      -1.261943536307e-12       0.000000000000e+00       6.725086761502e-15       7.489346962918e-16       2.839583769657e-16 
  984       1.488999951339e-10       6.266383569880e-12      -1.483207258284e-12       0.000000000000e+00       6.698401982797e-15       7.316241880784e-16       2.836834385373e-16 
  985       1.484218754449e-10       6.262805344543e-12      -1.704086436619e-12       0.000000000000e+00       6.671845493599e-15       7.144770628409e-16       2.833872077560e-16 
  986       1.479667412998e-10       6.258307600795e-12      -1.924500517457e-12       0.000000000000e+00       6.645416720857e-15       6.974959526644e-16       2.830689908146e-16 
  987       1.475344299359e-10       6.252895048412e-12      -2.144368329679e-12       0.000000000000e+00       6.619115078579e-15       6.806835030993e-16       2.827280890022e-16 
  988       1.471247763539e-10       6.246572468202e-12      -2.363608083384e-12       0.000000000000e+00       6.592939967785e-15       6.640423731872e-16       2.823637986919e-16 
  989       1.467376133120e-10       6.239344712218e-12      -2.582137368359e-12       0.000000000000e+00       6.566890776469e-15       6.475752354881e-16       2.819754113294e-16 
  990       1.463727713189e-10       6.231216703956e-12      -2.799873152560e-12       0.000000000000e+00       6.540966879554e-15       6.312847761071e-16       2.815622134209e-16 
  991       1.460300786275e-10       6.222193438568e-12      -3.016731780590e-12       0.000000000000e+00       6.515167638853e-15       6.151736947205e-16       2.811234865214e-16 
  992       1.457093612287e-10       6.212279983067e-12      -3.232628972167e-12       0.000000000000e+00       6.489492403030e-15       5.992447046029e-16       2.806585072225e-16 
  993       1.454104428445e-10       6.201481476534e-12      -3.447479820612e-12       0.000000000000e+00       6.463940507553e-15       5.835005326539e-16       2.801665471411e-16 
  994       1.451331449218e-10       6.189803130322e-12      -3.661198791315e-12       0.000000000000e+00       6.438511274654e-15       5.679439194243e-16       2.796468729072e-16 
  995       1.448772866260e-10       6.177250228267e-12      -3.873699720219e-12       0.000000000000e+00       6.413204013291e-15       5.525776191433e-16       2.790987461520e-16 
  996       1.446426848342e-10       6.163828126894e-12      -4.084895812293e-12       0.000000000000e+00       6.388018019103e-15       5.374043997445e-16       2.785214234963e-16 
  997       1.444291541291e-10       6.149542255620e-12      -4.294699640006e-12       0.000000000000e+00       6.362952574370e-15       5.224270428933e-16       2.779141565385e-16 
  998       1.442365067925e-10       6.134398116966e-12      -4.503023141812e-12       0.000000000000e+00       6.338006947970e-15       5.076483440129e-16       2.772761918429e-16 
  999       1.440645527984e-10       6.118401286760e-12      -4.709777620615e-12       0.000000000000e+00       6.313180395339e-15       4.930711123112e-16       2.766067709277e-16 
 1000       1.439130998071e-10       6.101557414345e-12      -4.914873742255e-12       0.000000000000e+00       6.288472158429e-15       4.786981708076e-16       2.759051302530e-16 
 1001       1.437819531584e-10       6.083872222785e-12      -5.118221533981e-12       0.000000000000e+00       6.263881465668e-15       4.645323563594e-16       2.751705012095e-16 
 1002       1.436709158654e-10       6.065351509075e-12      -5.319730382925e-12       0.000000000000e+00       6.239407531915e-15       4.505765196884e-16       2.744021101060e-16 
 1003       1.435797886075e-10       6.046001144343e-12      -5.519309034582e-12       0.000000000000e+00       6.215049558421e-15       4.368335254078e-16       2.735991781582e-16 
 1004       1.435083697246e-10       6.025827074059e-12      -5.716865591285e-12       0.000000000000e+00       6.190806732787e-15       4.233062520488e-16       2.727609214762e-16 
 1005       1.434564552103e-10       6.004835318244e-12      -5.912307510682e-12       0.000000000000e+00       6.166678228925e-15       4.099975920871e-16       2.718865510531e-16 
 1006       1.434238387053e-10       5.983031971672e-12      -6.105541604212e-12       0.000000000000e+00       6.142663207009e-15       3.969104519695e-16       2.709752727532e-16 
 1007       1.434103114912e-10       5.960423204082e-12      -6.296474035581e-12       0.000000000000e+00       6.118760813444e-15       3.840477521408e-16       2.700262872998e-16 
 1008       1.434156624840e-10       5.937015260380e-12      -6.485010319240e-12       0.000000000000e+00       6.094970180814e-15       3.714124270703e-16       2.690387902635e-16 
 1009       1.434396782274e-10       5.912814460849e-12      -6.671055318859e-12       0.000000000000e+00       6.071290427850e-15       3.590074252782e-16       2.680119720506e-16 
 1010       1.434821428866e-10       5.887827201353e-12      -6.854513245806e-12       0.000000000000e+00       6.047720659381e-15       3.468357093629e-16       2.669450178909e-16 
 1011       1.435428382419e-10       5.862059953549e-12      -7.035287657623e-12       0.000000000000e+00       6.024259966296e-15       3.349002560268e-16       2.658371078261e-16 
 1012       1.436215275155e-10       5.835520451696e-12      -7.213292614256e-12       0.000000000000e+00       6.000907525225e-15       3.232028536304e-16       2.646877239243e-16 
 1013       1.437179066115e-10       5.808221271452e-12      -7.388486326213e-12       0.000000000000e+00       5.977662899239e-15       3.117404757870e-16       2.634975768052e-16 
 1014       1.438316521595e-10       5.780176303149e-12      -7.560837989067e-12       0.000000000000e+00       5.954525741405e-15       3.005088554761e-16       2.622676924653e-16 
 1015       1.439624376086e-10       5.751399570212e-12      -7.730316669519e-12       0.000000000000e+00       5.931495695431e-15       2.895036826568e-16       2.609991062877e-16 
 1016       1.441099332194e-10       5.721905229505e-12      -7.896891305185e-12       0.000000000000e+00       5.908572395637e-15       2.787206041540e-16       2.596928630664e-16 
 1017       1.442738060554e-10       5.691707571673e-12      -8.060530704373e-12       0.000000000000e+00       5.885755466919e-15       2.681552235438e-16       2.583500170306e-16 
 1018       1.444537199745e-10       5.660821021494e-12      -8.221203545870e-12       0.000000000000e+00       5.863044524726e-15       2.578031010396e-16       2.569716318685e-16 
 1019       1.446493356212e-10       5.629260138220e-12      -8.378878378720e-12       0.000000000000e+00       5.840439175026e-15       2.476597533780e-16       2.555587807516e-16 
 1020       1.448603104173e-10       5.597039615925e-12      -8.533523622011e-12       0.000000000000e+00       5.817939014280e-15       2.377206537050e-16       2.541125463588e-16 
 1021       1.450862985547e-10       5.564174283850e-12      -8.685107564656e-12       0.000000000000e+00       5.795543629406e-15       2.279812314611e-16       2.526340209003e-16 
 1022       1.453269509860e-10       5.530679106746e-12      -8.833598365173e-12       0.000000000000e+00       5.773252597756e-15       2.184368722680e-16       2.511243061423e-16 
 1023       1.455819154168e-10       5.496569185226e-12      -8.978964051472e-12       0.000000000000e+00       5.751065487082e-15       2.090829178141e-16       2.495845134303e-16 
