# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1159       1.671396462609e-10       2.032264763352e-12      -1.590018771348e-12       1.545305795632e-14       3.502415192064e-15      -9.595224480819e-17      -4.749552285010e-18 
 1160       1.666886754841e-10       2.042990545182e-12      -1.486995315142e-12       1.544804088235e-14       3.490338654822e-15      -9.149379582169e-17      -6.550960640944e-18 
 1161       1.662294680456e-10       2.054264898743e-12      -1.385532308863e-12       1.544285040956e-14       3.478312914656e-15      -8.708825048244e-17      -8.339396871311e-18 
 1162       1.657621603385e-10       2.066082052685e-12      -1.285685028609e-12       1.543748637041e-14       3.466337648317e-15      -8.274398188087e-17      -1.011432901793e-17 
 1163       1.652868898763e-10       2.078436181810e-12      -1.187509082974e-12       1.543194859952e-14       3.454412528004e-15      -7.846941906186e-17      -1.187522191661e-17 
 1164       1.648037952950e-10       2.091321406942e-12      -1.091060413721e-12       1.542623693365e-14       3.442537221349e-15      -7.427304714380e-17      -1.362153719061e-17 
 1165       1.643130163558e-10       2.104731794807e-12      -9.963952964625e-13       1.542035121170e-14       3.430711391406e-15      -7.016340743744e-17      -1.535273324415e-17 
 1166       1.638146939474e-10       2.118661357904e-12      -9.035703413378e-13       1.541429127477e-14       3.418934696643e-15      -6.614909756497e-17      -1.706826525584e-17 
 1167       1.633089700890e-10       2.133104054380e-12      -8.126424936908e-13       1.540805696608e-14       3.407206790923e-15      -6.223877157890e-17      -1.876758517219e-17 
 1168       1.627959956405e-10       2.148053081845e-12      -7.236616178395e-13       1.540164846475e-14       3.395527357446e-15      -5.843863134196e-17      -2.045022880792e-17 
 1169       1.622759535366e-10       2.163498749382e-12      -6.366481454259e-13       1.539506729132e-14       3.383896211034e-15      -5.474486606238e-17      -2.211607835320e-17 
 1170       1.617490358485e-10       2.179430578660e-12      -5.516151487246e-13       1.538831531479e-14       3.372313197100e-15      -5.115111839003e-17      -2.376510313825e-17 
 1171       1.612154361057e-10       2.195838007390e-12      -4.685757322098e-13       1.538139442011e-14       3.360778157808e-15      -4.765098447344e-17      -2.539727282551e-17 
 1172       1.606753492986e-10       2.212710389137e-12      -3.875430325812e-13       1.537430650820e-14       3.349290932064e-15      -4.423801385830e-17      -2.701255741081e-17 
 1173       1.601289718823e-10       2.230036993131e-12      -3.085302187906e-13       1.536705349602e-14       3.337851355506e-15      -4.090570938594e-17      -2.861092722445e-17 
 1174       1.595765017792e-10       2.247807004084e-12      -2.315504920677e-13       1.535963731656e-14       3.326459260498e-15      -3.764752709181e-17      -3.019235293237e-17 
 1175       1.590181383827e-10       2.266009521998e-12      -1.566170859460e-13       1.535205991891e-14       3.315114476117e-15      -3.445687610396e-17      -3.175680553727e-17 
 1176       1.584540825601e-10       2.284633561977e-12      -8.374326628954e-14       1.534432326829e-14       3.303816828149e-15      -3.132711854152e-17      -3.330425637975e-17 
 1177       1.578845366559e-10       2.303668054043e-12      -1.294233131838e-14       1.533642934609e-14       3.292566139077e-15      -2.825156941319e-17      -3.483467713940e-17 
 1178       1.573097044950e-10       2.323101842945e-12       5.577238836487e-14       1.532838014987e-14       3.281362228071e-15      -2.522349651573e-17      -3.634803983598e-17 
 1179       1.567297913860e-10       2.342923687972e-12       1.223875297491e-13       1.532017769344e-14       3.270204910982e-15      -2.223612033241e-17      -3.784431683052e-17 
 1180       1.561450041240e-10       2.363122262765e-12       1.868896973886e-13       1.531182400688e-14       3.259094000334e-15      -1.928261393150e-17      -3.932348082646e-17 
 1181       1.555555509944e-10       2.383686155131e-12       2.492654633767e-13       1.530332113656e-14       3.248029305310e-15      -1.635610286480e-17      -4.078550487080e-17 
 1182       1.549616417756e-10       2.404603866852e-12       3.095013673202e-13       1.529467114521e-14       3.237010631748e-15      -1.344966506605e-17      -4.223036235518e-17 
 1183       1.543634877424e-10       2.425863813500e-12       3.675839163127e-13       1.528587611190e-14       3.226037782129e-15      -1.055633074946e-17      -4.365802701705e-17 
 1184       1.537613016692e-10       2.447454324249e-12       4.234995849085e-13       1.527693813216e-14       3.215110555572e-15      -7.669082308161e-18      -4.506847294080e-17 
 1185       1.531552978333e-10       2.469363641686e-12       4.772348150970e-13       1.526785931792e-14       3.204228747821e-15      -4.780854212723e-18      -4.646167455887e-17 
 1186       1.525456920177e-10       2.491579921624e-12       5.287760162761e-13       1.525864179761e-14       3.193392151237e-15      -1.884532909603e-18      -4.783760665291e-17 
 1187       1.519327015149e-10       2.514091232914e-12       5.781095652262e-13       1.524928771619e-14       3.182600554792e-15       1.027043280358e-18      -4.919624435485e-17 
 1188       1.513165451295e-10       2.536885557257e-12       6.252218060841e-13       1.523979923515e-14       3.171853744057e-15       3.961084263455e-18      -5.053756314812e-17 
 1189       1.506974431819e-10       2.559950789016e-12       6.700990503171e-13       1.523017853257e-14       3.161151501193e-15       6.924848274640e-18      -5.186153886871e-17 
 1190       1.500756175111e-10       2.583274735031e-12       7.127275766965e-13       1.522042780318e-14       3.150493604945e-15       9.925641979036e-18      -5.316814770631e-17 
 1191       1.494512914781e-10       2.606845114426e-12       7.530936312715e-13       1.521054925834e-14       3.139879830631e-15       1.297082057346e-17      -5.445736620547e-17 
 1192       1.488246899693e-10       2.630649558426e-12       7.911834273437e-13       1.520054512611e-14       3.129309950134e-15       1.606778788794e-17      -5.572917126670e-17 
 1193       1.481960393991e-10       2.654675610169e-12       8.269831454402e-13       1.519041765130e-14       3.118783731891e-15       1.922399648724e-17      -5.698354014764e-17 
 1194       1.475655677136e-10       2.678910724512e-12       8.604789332878e-13       1.518016909547e-14       3.108300940888e-15       2.244694777235e-17      -5.822045046412e-17 
 1195       1.469335043940e-10       2.703342267853e-12       8.916569057871e-13       1.516980173698e-14       3.097861338647e-15       2.574419208204e-17      -5.943988019138e-17 
 1196       1.463000804589e-10       2.727957517936e-12       9.205031449860e-13       1.515931787103e-14       3.087464683220e-15       2.912332879438e-17      -6.064180766511e-17 
 1197       1.456655284685e-10       2.752743663664e-12       9.470037000538e-13       1.514871980971e-14       3.077110729180e-15       3.259200642820e-17      -6.182621158265e-17 
 1198       1.450300825272e-10       2.777687804916e-12       9.711445872551e-13       1.513800988198e-14       3.066799227610e-15       3.615792274470e-17      -6.299307100409e-17 
 1199       1.443939782870e-10       2.802776952353e-12       9.929117899236e-13       1.512719043380e-14       3.056529926096e-15       3.982882484888e-17      -6.414236535341e-17 
 1200       1.437574529505e-10       2.827998027234e-12       1.012291258436e-12       1.511626382805e-14       3.046302568717e-15       4.361250929112e-17      -6.527407441959e-17 
 1201       1.431207452746e-10       2.853337861228e-12       1.029268910186e-12       1.510523244467e-14       3.036116896038e-15       4.751682216867e-17      -6.638817835777e-17 
 1202       1.424840955729e-10       2.878783196225e-12       1.043830629558e-12       1.509409868063e-14       3.025972645099e-15       5.154965922716e-17      -6.748465769034e-17 
 1203       1.418477457199e-10       2.904320684150e-12       1.055962267900e-12       1.508286494999e-14       3.015869549407e-15       5.571896596216e-17      -6.856349330814e-17 
 1204       1.412119391532e-10       2.929936886772e-12       1.065649643502e-12       1.507153368394e-14       3.005807338927e-15       6.003273772065e-17      -6.962466647149e-17 
 1205       1.405769208773e-10       2.955618275519e-12       1.072878541561e-12       1.506010733081e-14       2.995785740074e-15       6.449901980257e-17      -7.066815881143e-17 
 1206       1.399429374668e-10       2.981351231291e-12       1.077634714165e-12       1.504858835615e-14       2.985804475702e-15       6.912590756232e-17      -7.169395233077e-17 
 1207       1.393102205654e-10       3.007122692254e-12       1.079909968606e-12       1.503697926499e-14       2.975863291640e-15       7.391892069816e-17      -7.270205308930e-17 
 1208       1.386789371594e-10       3.032922106201e-12       1.079720513099e-12       1.502528266910e-14       2.965962036656e-15       7.887309110950e-17      -7.369256257116e-17 
 1209       1.380492387086e-10       3.058739501461e-12       1.077088833182e-12       1.501350122059e-14       2.956100583444e-15       8.398077942401e-17      -7.466560718398e-17 
 1210       1.374212775973e-10       3.084564840928e-12       1.072037623997e-12       1.500163758984e-14       2.946278802161e-15       8.923429200397e-17      -7.562131465631e-17 
 1211       1.367952071360e-10       3.110388021922e-12       1.064589790769e-12       1.498969446548e-14       2.936496560419e-15       9.462588083174e-17      -7.655981404069e-17 
 1212       1.361711815637e-10       3.136198876062e-12       1.054768449275e-12       1.497767455443e-14       2.926753723282e-15       1.001477433951e-16      -7.748123571675e-17 
 1213       1.355493560493e-10       3.161987169123e-12       1.042596926322e-12       1.496558058195e-14       2.917050153258e-15       1.057920225728e-16      -7.838571139425e-17 
 1214       1.349298866934e-10       3.187742600906e-12       1.028098760221e-12       1.495341529169e-14       2.907385710289e-15       1.115508065198e-16      -7.927337411620e-17 
 1215       1.343129305307e-10       3.213454805105e-12       1.011297701266e-12       1.494118144568e-14       2.897760251749e-15       1.174161285527e-16      -8.014435826192e-17 
 1216       1.336986455311e-10       3.239113349169e-12       9.922177122014e-13       1.492888182444e-14       2.888173632435e-15       1.233799670352e-16      -8.099879955012e-17 
 1217       1.330871906023e-10       3.264707734171e-12       9.708829687033e-13       1.491651922694e-14       2.878625704560e-15       1.294342452637e-16      -8.183683504198e-17 
 1218       1.324787255908e-10       3.290227394669e-12       9.473178598519e-13       1.490409647070e-14       2.869116317749e-15       1.355708313524e-16      -8.265860314423e-17 
 1219       1.318734112845e-10       3.315661698576e-12       9.215469886067e-13       1.489161639178e-14       2.859645319027e-15       1.417815381188e-16      -8.346424361224e-17 
 1220       1.312714094142e-10       3.340999947025e-12       8.935951722818e-13       1.487908184486e-14       2.850212552817e-15       1.480581229692e-16      -8.425389755307e-17 
 1221       1.306728826554e-10       3.366231374231e-12       8.634874430206e-13       1.486649570323e-14       2.840817860934e-15       1.543922877840e-16      -8.502770742860e-17 
 1222       1.300779946302e-10       3.391345147361e-12       8.312490482708e-13       1.485386085889e-14       2.831461082574e-15       1.607756788031e-16      -8.578581705855e-17 
 1223       1.294869099091e-10       3.416330366397e-12       7.969054512594e-13       1.484118022252e-14       2.822142054309e-15       1.671998865117e-16      -8.652837162361e-17 
 1224       1.288997940130e-10       3.441176064001e-12       7.604823314677e-13       1.482845672356e-14       2.812860610082e-15       1.736564455251e-16      -8.725551766847e-17 
 1225       1.283168134149e-10       3.465871205385e-12       7.220055851062e-13       1.481569331024e-14       2.803616581198e-15       1.801368344744e-16      -8.796740310496e-17 
 1226       1.277381355418e-10       3.490404688170e-12       6.815013255895e-13       1.480289294961e-14       2.794409796322e-15       1.866324758920e-16      -8.866417721508e-17 
 1227       1.271639287764e-10       3.514765342256e-12       6.389958840116e-13       1.479005862757e-14       2.785240081463e-15       1.931347360968e-16      -8.934599065410e-17 
 1228       1.265943624591e-10       3.538941929686e-12       5.945158096202e-13       1.477719334894e-14       2.776107259979e-15       1.996349250800e-16      -9.001299545363e-17 
 1229       1.260296068900e-10       3.562923144514e-12       5.480878702925e-13       1.476430013746e-14       2.767011152559e-15       2.061242963900e-16      -9.066534502470e-17 
 1230       1.254698333301e-10       3.586697612667e-12       4.997390530094e-13       1.475138203586e-14       2.757951577226e-15       2.125940470180e-16      -9.130319416088e-17 
 1231       1.249152140040e-10       3.610253891811e-12       4.494965643310e-13       1.473844210585e-14       2.748928349324e-15       2.190353172837e-16      -9.192669904128e-17 
 1232       1.243659221010e-10       3.633580471220e-12       3.973878308713e-13       1.472548342821e-14       2.739941281513e-15       2.254391907203e-16      -9.253601723370e-17 
 1233       1.238221317776e-10       3.656665771638e-12       3.434404997730e-13       1.471250910282e-14       2.730990183764e-15       2.317966939601e-16      -9.313130769768e-17 
 1234       1.232840181585e-10       3.679498145146e-12       2.876824391831e-13       1.469952224864e-14       2.722074863350e-15       2.380987966199e-16      -9.371273078757e-17 
 1235       1.227517573394e-10       3.702065875028e-12       2.301417387271e-13       1.468652600384e-14       2.713195124841e-15       2.443364111865e-16      -9.428044825564e-17 
 1236       1.222255263882e-10       3.724357175635e-12       1.708467099845e-13       1.467352352575e-14       2.704350770095e-15       2.505003929018e-16      -9.483462325513e-17 
 1237       1.217055033470e-10       3.746360192253e-12       1.098258869633e-13       1.466051799095e-14       2.695541598254e-15       2.565815396487e-16      -9.537542034335e-17 
 1238       1.211918672338e-10       3.768063000965e-12       4.710802657552e-14       1.464751259529e-14       2.686767405738e-15       2.625705918360e-16      -9.590300548475e-17 
 1239       1.206847980449e-10       3.789453608521e-12      -1.727789088825e-14       1.463451055395e-14       2.678027986233e-15       2.684582322841e-16      -9.641754605398e-17 
 1240       1.201844767559e-10       3.810519952200e-12      -8.330266128379e-14       1.462151510142e-14       2.669323130691e-15       2.742350861105e-16      -9.691921083903e-17 
 1241       1.196910853243e-10       3.831249899677e-12      -1.509368561382e-13       1.460852949159e-14       2.660652627317e-15       2.798917206148e-16      -9.740817004422e-17 
 1242       1.192048066908e-10       3.851631248888e-12      -2.201508221752e-13       1.459555699780e-14       2.652016261569e-15       2.854186451646e-16      -9.788459529338e-17 
 1243       1.187258247816e-10       3.871651727896e-12      -2.909146808397e-13       1.458260091282e-14       2.643413816145e-15       2.908063110806e-16      -9.834865963284e-17 
 1244       1.182543245097e-10       3.891298994758e-12      -3.631983278232e-13       1.456966454891e-14       2.634845070980e-15       2.960451115222e-16      -9.880053753456e-17 
 1245       1.177904917772e-10       3.910560637387e-12      -4.369714325890e-13       1.455675123789e-14       2.626309803239e-15       3.011253813726e-16      -9.924040489921e-17 
 1246       1.173344867010e-10       3.929425649095e-12      -5.122019145163e-13       1.454386406643e-14       2.617807808216e-15       3.060398743030e-16      -9.966841096953e-17 
 1247       1.168863629417e-10       3.947888874428e-12      -5.888513527236e-13       1.453100507858e-14       2.609338962316e-15       3.107912260031e-16      -1.000845937037e-16 
 1248       1.164461474321e-10       3.965946615223e-12      -6.668795214477e-13       1.451817606394e-14       2.600903160799e-15       3.153845782839e-16      -1.004889634152e-16 
 1249       1.160138670668e-10       3.983595159643e-12      -7.462459079467e-13       1.450537882160e-14       2.592500296937e-15       3.198251099191e-16      -1.008815307734e-16 
 1250       1.155895487021e-10       4.000830782161e-12      -8.269097119074e-13       1.449261516012e-14       2.584130262006e-15       3.241180367214e-16      -1.012623068045e-16 
 1251       1.151732191556e-10       4.017649743535e-12      -9.088298448530e-13       1.447988689753e-14       2.575792945282e-15       3.282686116196e-16      -1.016313028923e-16 
 1252       1.147649052063e-10       4.034048290789e-12      -9.919649295501e-13       1.446719586140e-14       2.567488234035e-15       3.322821247353e-16      -1.019885307792e-16 
 1253       1.143646335940e-10       4.050022657194e-12      -1.076273299416e-12       1.445454388880e-14       2.559216013529e-15       3.361639034594e-16      -1.023340025673e-16 
 1254       1.139724310195e-10       4.065569062246e-12      -1.161712997927e-12       1.444193282637e-14       2.550976167008e-15       3.399193125290e-16      -1.026677307190e-16 
 1255       1.135883241439e-10       4.080683711646e-12      -1.248241778024e-12       1.442936453027e-14       2.542768575699e-15       3.435537541040e-16      -1.029897280578e-16 
 1256       1.132123395888e-10       4.095362797278e-12      -1.335817101522e-12       1.441684086629e-14       2.534593118803e-15       3.470726678440e-16      -1.033000077699e-16 
 1257       1.128445039358e-10       4.109602497193e-12      -1.424396138516e-12       1.440436370978e-14       2.526449673492e-15       3.504815309850e-16      -1.035985834043e-16 
 1258       1.124848437263e-10       4.123398975582e-12      -1.513935766789e-12       1.439193494569e-14       2.518338114899e-15       3.537858584160e-16      -1.038854688742e-16 
 1259       1.121333854614e-10       4.136748382763e-12      -1.604392571219e-12       1.437955646864e-14       2.510258316121e-15       3.569912027557e-16      -1.041606784576e-16 
 1260       1.117901556015e-10       4.149646855152e-12      -1.695722843186e-12       1.436723018286e-14       2.502210148206e-15       3.601031544295e-16      -1.044242267988e-16 
 1261       1.114551805664e-10       4.162090515251e-12      -1.787882579982e-12       1.435495800226e-14       2.494193480155e-15       3.631273417460e-16      -1.046761289084e-16 
 1262       1.111284867346e-10       4.174075471623e-12      -1.880827484215e-12       1.434274185041e-14       2.486208178909e-15       3.660694309736e-16      -1.049164001650e-16 
 1263       1.108101004433e-10       4.185597818870e-12      -1.974512963217e-12       1.433058366061e-14       2.478254109353e-15       3.689351264177e-16      -1.051450563158e-16 
 1264       1.105000479885e-10       4.196653637616e-12      -2.068894128453e-12       1.431848537583e-14       2.470331134302e-15       3.717301704969e-16      -1.053621134773e-16 
 1265       1.101983556241e-10       4.207238994487e-12      -2.163925794928e-12       1.430644894882e-14       2.462439114502e-15       3.744603438201e-16      -1.055675881367e-16 
 1266       1.099050495622e-10       4.217349942086e-12      -2.259562480594e-12       1.429447634202e-14       2.454577908625e-15       3.771314652630e-16      -1.057614971525e-16 
 1267       1.096201559728e-10       4.226982518978e-12      -2.355758405756e-12       1.428256952769e-14       2.446747373259e-15       3.797493920450e-16      -1.059438577552e-16 
 1268       1.093437009832e-10       4.236132749665e-12      -2.452467492482e-12       1.427073048783e-14       2.438947362906e-15       3.823200198058e-16      -1.061146875488e-16 
 1269       1.090757106783e-10       4.244796644567e-12      -2.549643364009e-12       1.425896121427e-14       2.431177729980e-15       3.848492826821e-16      -1.062740045112e-16 
 1270       1.088162111000e-10       4.252970200004e-12      -2.647239344149e-12       1.424726370862e-14       2.423438324796e-15       3.873431533846e-16      -1.064218269953e-16 
 1271       1.085652282472e-10       4.260649398172e-12      -2.745208456698e-12       1.423563998235e-14       2.415728995568e-15       3.898076432742e-16      -1.065581737298e-16 
 1272       1.083227880754e-10       4.267830207125e-12      -2.843503424847e-12       1.422409205677e-14       2.408049588404e-15       3.922488024395e-16      -1.066830638204e-16 
 1273       1.080889164965e-10       4.274508580752e-12      -2.942076670580e-12       1.421262196305e-14       2.400399947302e-15       3.946727197727e-16      -1.067965167504e-16 
 1274       1.078636393786e-10       4.280680458760e-12      -3.040880314091e-12       1.420123174226e-14       2.392779914141e-15       3.970855230468e-16      -1.068985523818e-16 
 1275       1.076469825459e-10       4.286341766651e-12      -3.139866173185e-12       1.418992344536e-14       2.385189328680e-15       3.994933789924e-16      -1.069891909559e-16 
 1276       1.074389717784e-10       4.291488415702e-12      -3.238985762690e-12       1.417869913322e-14       2.377628028552e-15       4.019024933742e-16      -1.070684530948e-16 
 1277       1.072396328113e-10       4.296116302943e-12      -3.338190293861e-12       1.416756087665e-14       2.370095849256e-15       4.043191110676e-16      -1.071363598017e-16 
 1278       1.070489913355e-10       4.300221311142e-12      -3.437430673788e-12       1.415651075642e-14       2.362592624156e-15       4.067495161359e-16      -1.071929324621e-16 
 1279       1.068670729967e-10       4.303799308777e-12      -3.536657504804e-12       1.414555086325e-14       2.355118184473e-15       4.092000319065e-16      -1.072381928447e-16 
 1280       1.066939033956e-10       4.306846150023e-12      -3.635821083893e-12       1.413468329786e-14       2.347672359283e-15       4.116770210481e-16      -1.072721631024e-16 
 1281       1.065295080875e-10       4.309357674724e-12      -3.734871402097e-12       1.412391017097e-14       2.340254975509e-15       4.141868856471e-16      -1.072948657729e-16 
 1282       1.063739125821e-10       4.311329708379e-12      -3.833758143922e-12       1.411323360331e-14       2.332865857915e-15       4.167360672843e-16      -1.073063237798e-16 
 1283       1.062271423431e-10       4.312758062119e-12      -3.932430686748e-12       1.410265572566e-14       2.325504829106e-15       4.193310471121e-16      -1.073065604338e-16 
 1284       1.060892227883e-10       4.313638532684e-12      -4.030838100232e-12       1.409217867884e-14       2.318171709518e-15       4.219783459305e-16      -1.072955994330e-16 
 1285       1.059601593795e-10       4.313968266242e-12      -4.128932410190e-12       1.408180425325e-14       2.310866333941e-15       4.246829640572e-16      -1.072734682176e-16 
 1286       1.058398776456e-10       4.313749866847e-12      -4.226678432054e-12       1.407153280293e-14       2.303588601297e-15       4.274436813548e-16      -1.072402080720e-16 
 1287       1.057282824765e-10       4.312987334680e-12      -4.324044048113e-12       1.406136431915e-14       2.296338425419e-15       4.302577038825e-16      -1.071958641395e-16 
 1288       1.056252779694e-10       4.311684706538e-12      -4.420996952840e-12       1.405129878983e-14       2.289115718569e-15       4.331222192156e-16      -1.071404820801e-16 
 1289       1.055307674274e-10       4.309846055906e-12      -4.517504652533e-12       1.404133619948e-14       2.281920391440e-15       4.360343964090e-16      -1.070741080721e-16 
 1290       1.054446533573e-10       4.307475493042e-12      -4.613534464962e-12       1.403147652922e-14       2.274752353146e-15       4.389913859606e-16      -1.069967888130e-16 
 1291       1.053668374681e-10       4.304577165051e-12      -4.709053519014e-12       1.402171975674e-14       2.267611511222e-15       4.419903197747e-16      -1.069085715207e-16 
 1292       1.052972206698e-10       4.301155255966e-12      -4.804028754334e-12       1.401206585634e-14       2.260497771619e-15       4.450283111257e-16      -1.068095039348e-16 
 1293       1.052357030708e-10       4.297213986827e-12      -4.898426920975e-12       1.400251479887e-14       2.253411038701e-15       4.481024546210e-16      -1.066996343174e-16 
 1294       1.051821839772e-10       4.292757615756e-12      -4.992214579035e-12       1.399306655176e-14       2.246351215238e-15       4.512098261651e-16      -1.065790114548e-16 
 1295       1.051365618904e-10       4.287790438040e-12      -5.085358098308e-12       1.398372107898e-14       2.239318202406e-15       4.543474829223e-16      -1.064476846581e-16 
 1296       1.050987345059e-10       4.282316786207e-12      -5.177823657927e-12       1.397447834106e-14       2.232311899781e-15       4.575124632807e-16      -1.063057037647e-16 
 1297       1.050685987114e-10       4.276341030105e-12      -5.269577246006e-12       1.396533829505e-14       2.225332205337e-15       4.607017868156e-16      -1.061531191392e-16 
 1298       1.050460505850e-10       4.269867576981e-12      -5.360584659285e-12       1.395630089454e-14       2.218379015438e-15       4.639124542524e-16      -1.059899816749e-16 
 1299       1.050309853938e-10       4.262900871560e-12      -5.450811502778e-12       1.394736608963e-14       2.211452224840e-15       4.671414474307e-16      -1.058163427946e-16 
 1300       1.050232975922e-10       4.255445396121e-12      -5.540223189412e-12       1.393853382693e-14       2.204551726681e-15       4.703857292672e-16      -1.056322544520e-16 
 1301       1.050228808201e-10       4.247505670580e-12      -5.628784939676e-12       1.392980404954e-14       2.197677412483e-15       4.736422437196e-16      -1.054377691327e-16 
 1302       1.050296279012e-10       4.239086252563e-12      -5.716461781263e-12       1.392117669707e-14       2.190829172143e-15       4.769079157496e-16      -1.052329398555e-16 
 1303       1.050434308414e-10       4.230191737491e-12      -5.803218548715e-12       1.391265170560e-14       2.184006893933e-15       4.801796512865e-16      -1.050178201734e-16 
 1304       1.050641808271e-10       4.220826758653e-12      -5.889019883069e-12       1.390422900767e-14       2.177210464493e-15       4.834543371909e-16      -1.047924641747e-16 
 1305       1.050917682238e-10       4.210995987287e-12      -5.973830231497e-12       1.389590853229e-14       2.170439768831e-15       4.867288412176e-16      -1.045569264846e-16 
 1306       1.051260825738e-10       4.200704132659e-12      -6.057613846957e-12       1.388769020494e-14       2.163694690314e-15       4.900000119794e-16      -1.043112622657e-16 
 1307       1.051670125951e-10       4.189955942140e-12      -6.140334787831e-12       1.387957394753e-14       2.156975110669e-15       4.932646789105e-16      -1.040555272197e-16 
 1308       1.052144461797e-10       4.178756201287e-12      -6.221956917574e-12       1.387155967839e-14       2.150280909976e-15       4.965196522297e-16      -1.037897775881e-16 
 1309       1.052682703914e-10       4.167109733918e-12      -6.302443904355e-12       1.386364731230e-14       2.143611966666e-15       4.997617229043e-16      -1.035140701539e-16 
 1310       1.053283714647e-10       4.155021402195e-12      -6.381759220705e-12       1.385583676045e-14       2.136968157516e-15       5.029876626130e-16      -1.032284622422e-16 
 1311       1.053946348028e-10       4.142496106699e-12      -6.459866143159e-12       1.384812793042e-14       2.130349357643e-15       5.061942237096e-16      -1.029330117217e-16 
 1312       1.054669449763e-10       4.129538786508e-12      -6.536727751902e-12       1.384052072621e-14       2.123755440508e-15       5.093781391864e-16      -1.026277770058e-16 
 1313       1.055451857209e-10       4.116154419281e-12      -6.612306930409e-12       1.383301504820e-14       2.117186277901e-15       5.125361226376e-16      -1.023128170534e-16 
 1314       1.056292399363e-10       4.102348021331e-12      -6.686566365097e-12       1.382561079315e-14       2.110641739947e-15       5.156648682228e-16      -1.019881913708e-16 
 1315       1.057189896843e-10       4.088124647704e-12      -6.759468544965e-12       1.381830785419e-14       2.104121695095e-15       5.187610506303e-16      -1.016539600122e-16 
 1316       1.058143161870e-10       4.073489392262e-12      -6.830975761235e-12       1.381110612080e-14       2.097626010119e-15       5.218213250409e-16      -1.013101835809e-16 
 1317       1.059150998256e-10       4.058447387758e-12      -6.901050107004e-12       1.380400547884e-14       2.091154550111e-15       5.248423270906e-16      -1.009569232309e-16 
 1318       1.060212201380e-10       4.043003805912e-12      -6.969653476884e-12       1.379700581049e-14       2.084707178479e-15       5.278206728347e-16      -1.005942406676e-16 
 1319       1.061325558179e-10       4.027163857498e-12      -7.036747566647e-12       1.379010699426e-14       2.078283756942e-15       5.307529587112e-16      -1.002221981493e-16 
 1320       1.062489847123e-10       4.010932792413e-12      -7.102293872869e-12       1.378330890501e-14       2.071884145528e-15       5.336357615036e-16      -9.984085848781e-17 
 1321       1.063703838208e-10       3.994315899762e-12      -7.166253692574e-12       1.377661141389e-14       2.065508202566e-15       5.364656383052e-16      -9.945028505039e-17 
 1322       1.064966292930e-10       3.977318507934e-12      -7.228588122883e-12       1.377001438837e-14       2.059155784688e-15       5.392391264817e-16      -9.905054176026e-17 
 1323       1.066275964274e-10       3.959945984682e-12      -7.289258060651e-12       1.376351769220e-14       2.052826746819e-15       5.419527436353e-16      -9.864169309805e-17 
 1324       1.067631568379e-10       3.942204230354e-12      -7.348229699255e-12       1.375712095317e-14       2.046520955294e-15       5.446036625328e-16      -9.822380675595e-17 
 1325       1.069031699235e-10       3.924101163394e-12      -7.405491086080e-12       1.375082286346e-14       2.040238327355e-15       5.471917441206e-16      -9.779696163041e-17 
 1326       1.070474913011e-10       3.905645251404e-12      -7.461035747172e-12       1.374462187150e-14       2.033978792081e-15       5.497175268880e-16      -9.736123991999e-17 
 1327       1.071959756266e-10       3.886845019590e-12      -7.514857206712e-12       1.373851641355e-14       2.027742277307e-15       5.521815539492e-16      -9.691672448169e-17 
 1328       1.073484765933e-10       3.867709050873e-12      -7.566948987034e-12       1.373250491368e-14       2.021528709624e-15       5.545843730526e-16      -9.646349883223e-17 
 1329       1.075048469297e-10       3.848245986000e-12      -7.617304608650e-12       1.372658578371e-14       2.015338014372e-15       5.569265365902e-16      -9.600164714936e-17 
 1330       1.076649383980e-10       3.828464523661e-12      -7.665917590265e-12       1.372075742319e-14       2.009170115643e-15       5.592086016076e-16      -9.553125427327e-17 
 1331       1.078286017920e-10       3.808373420598e-12      -7.712781448801e-12       1.371501821940e-14       2.003024936270e-15       5.614311298133e-16      -9.505240570787e-17 
 1332       1.079956869351e-10       3.787981491717e-12      -7.757889699415e-12       1.370936654733e-14       1.996902397830e-15       5.635946875886e-16      -9.456518762212e-17 
 1333       1.081660426788e-10       3.767297610200e-12      -7.801235855523e-12       1.370380076960e-14       1.990802420642e-15       5.656998459968e-16      -9.406968685141e-17 
 1334       1.083395169006e-10       3.746330707622e-12      -7.842813428817e-12       1.369831923651e-14       1.984724923757e-15       5.677471807931e-16      -9.356599089885e-17 
 1335       1.085159565022e-10       3.725089774057e-12      -7.882615929287e-12       1.369292028594e-14       1.978669824962e-15       5.697372724341e-16      -9.305418793664e-17 
 1336       1.086952074076e-10       3.703583858194e-12      -7.920636865241e-12       1.368760224338e-14       1.972637040774e-15       5.716707060876e-16      -9.253436680737e-17 
