# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  633       2.731067467857e-10       4.316831739748e-12      -1.214370783252e-13       1.248633411846e-14       3.547059886763e-14       2.833589312082e-15      -6.658952994210e-16 
  634       2.722945198457e-10       4.351187665354e-12      -3.070005104616e-13       1.249478900303e-14       3.526432516556e-14       2.873242181154e-15      -6.689757933785e-16 
  635       2.715029662680e-10       4.385062782131e-12      -4.956541676508e-13       1.250317534161e-14       3.505955757571e-14       2.912814379261e-15      -6.719466973775e-16 
  636       2.707323899456e-10       4.418445148740e-12      -6.873151570753e-13       1.251149751931e-14       3.485628686716e-14       2.952294581222e-15      -6.748089879150e-16 
  637       2.699830962440e-10       4.451322726184e-12      -8.818993372620e-13       1.251975997645e-14       3.465450345503e-14       2.991671339361e-15      -6.775636642015e-16 
  638       2.692553920044e-10       4.483683377491e-12      -1.079321312958e-12       1.252796720875e-14       3.445419739869e-14       3.030933083061e-15      -6.802117482644e-16 
  639       2.685495855453e-10       4.515514867412e-12      -1.279494430004e-12       1.253612376752e-14       3.425535839998e-14       3.070068118314e-15      -6.827542850509e-16 
  640       2.678659866652e-10       4.546804862107e-12      -1.482330770216e-12       1.254423425993e-14       3.405797580144e-14       3.109064627278e-15      -6.851923425310e-16 
  641       2.672049066449e-10       4.577540928837e-12      -1.687741146250e-12       1.255230334914e-14       3.386203858453e-14       3.147910667826e-15      -6.875270118006e-16 
  642       2.665666582495e-10       4.607710535653e-12      -1.895635096489e-12       1.256033575458e-14       3.366753536785e-14       3.186594173100e-15      -6.897594071845e-16 
  643       2.659515557309e-10       4.637301051091e-12      -2.105920879911e-12       1.256833625213e-14       3.347445440536e-14       3.225102951066e-15      -6.918906663395e-16 
  644       2.653599148302e-10       4.666299743856e-12      -2.318505470965e-12       1.257630967429e-14       3.328278358462e-14       3.263424684064e-15      -6.939219503573e-16 
  645       2.647920527798e-10       4.694693782519e-12      -2.533294554451e-12       1.258426091047e-14       3.309251042498e-14       3.301546928364e-15      -6.958544438676e-16 
  646       2.642482883056e-10       4.722470235201e-12      -2.750192520389e-12       1.259219490713e-14       3.290362207581e-14       3.339457113714e-15      -6.976893551410e-16 
  647       2.637289416298e-10       4.749616069270e-12      -2.969102458900e-12       1.260011666803e-14       3.271610531474e-14       3.377142542898e-15      -6.994279161924e-16 
  648       2.632343344726e-10       4.776118151028e-12      -3.189926155078e-12       1.260803125442e-14       3.252994654588e-14       3.414590391287e-15      -7.010713828836e-16 
  649       2.627647900548e-10       4.801963245401e-12      -3.412564083868e-12       1.261594378523e-14       3.234513179802e-14       3.451787706391e-15      -7.026210350264e-16 
  650       2.623206331001e-10       4.827138015631e-12      -3.636915404939e-12       1.262385943734e-14       3.216164672285e-14       3.488721407413e-15      -7.040781764860e-16 
  651       2.619021898373e-10       4.851629022966e-12      -3.862877957560e-12       1.263178344572e-14       3.197947659323e-14       3.525378284801e-15      -7.054441352837e-16 
  652       2.615097880027e-10       4.875422726352e-12      -4.090348255476e-12       1.263972110370e-14       3.179860630133e-14       3.561744999802e-15      -7.067202636997e-16 
  653       2.611437568424e-10       4.898505482122e-12      -4.319221481783e-12       1.264767776311e-14       3.161902035695e-14       3.597808084014e-15      -7.079079383768e-16 
  654       2.608044271143e-10       4.920863543683e-12      -4.549391483806e-12       1.265565883457e-14       3.144070288565e-14       3.633553938939e-15      -7.090085604228e-16 
  655       2.604921310909e-10       4.942483061216e-12      -4.780750767968e-12       1.266366978763e-14       3.126363762702e-14       3.668968835536e-15      -7.100235555139e-16 
  656       2.602072025612e-10       4.963350081357e-12      -5.013190494673e-12       1.267171615101e-14       3.108780793290e-14       3.704038913775e-15      -7.109543739976e-16 
  657       2.599499768330e-10       4.983450546893e-12      -5.246600473177e-12       1.267980351281e-14       3.091319676560e-14       3.738750182188e-15      -7.118024909957e-16 
  658       2.597207907357e-10       5.002770296449e-12      -5.480869156463e-12       1.268793752073e-14       3.073978669611e-14       3.773088517423e-15      -7.125694065072e-16 
  659       2.595199826219e-10       5.021295064183e-12      -5.715883636119e-12       1.269612388222e-14       3.056755990231e-14       3.807039663796e-15      -7.132566455118e-16 
  660       2.593478923700e-10       5.039010479472e-12      -5.951529637212e-12       1.270436836479e-14       3.039649816723e-14       3.840589232845e-15      -7.138657580725e-16 
  661       2.592047813121e-10       5.055904411712e-12      -6.187697050074e-12       1.271267622025e-14       3.022658543154e-14       3.873725152989e-15      -7.143980252409e-16 
  662       2.590905900742e-10       5.071974062085e-12      -6.424296669936e-12       1.272105044353e-14       3.005781551652e-14       3.906445078709e-15      -7.148535694466e-16 
  663       2.590051754003e-10       5.087219027570e-12      -6.661243816296e-12       1.272949347590e-14       2.989018456787e-14       3.938749143866e-15      -7.152322246940e-16 
  664       2.589483897238e-10       5.101638970319e-12      -6.898452825837e-12       1.273800777744e-14       2.972368851578e-14       3.970637526617e-15      -7.155338290064e-16 
  665       2.589200811479e-10       5.115233618000e-12      -7.135837048814e-12       1.274659582708e-14       2.955832307383e-14       4.002110449637e-15      -7.157582244480e-16 
  666       2.589200934260e-10       5.128002764126e-12      -7.373308845453e-12       1.275526012268e-14       2.939408373795e-14       4.033168180343e-15      -7.159052571468e-16 
  667       2.589482659420e-10       5.139946268389e-12      -7.610779582344e-12       1.276400318100e-14       2.923096578531e-14       4.063811031123e-15      -7.159747773164e-16 
  668       2.590044336906e-10       5.151064056993e-12      -7.848159628834e-12       1.277282753785e-14       2.906896427323e-14       4.094039359555e-15      -7.159666392784e-16 
  669       2.590884272576e-10       5.161356122992e-12      -8.085358353420e-12       1.278173574809e-14       2.890807403816e-14       4.123853568636e-15      -7.158807014853e-16 
  670       2.592000728002e-10       5.170822526616e-12      -8.322284120144e-12       1.279073038568e-14       2.874828969452e-14       4.153254107005e-15      -7.157168265421e-16 
  671       2.593391920277e-10       5.179463395613e-12      -8.558844284987e-12       1.279981404372e-14       2.858960563371e-14       4.182241469170e-15      -7.154748812292e-16 
  672       2.595056021813e-10       5.187278925576e-12      -8.794945192264e-12       1.280898933457e-14       2.843201602295e-14       4.210816195729e-15      -7.151547365246e-16 
  673       2.596991160149e-10       5.194269380282e-12      -9.030492171013e-12       1.281825888979e-14       2.827551480428e-14       4.238978873599e-15      -7.147562676260e-16 
  674       2.599195417751e-10       5.200435092020e-12      -9.265389531395e-12       1.282762536031e-14       2.812009569340e-14       4.266730136237e-15      -7.142793539735e-16 
  675       2.601666831816e-10       5.205776461930e-12      -9.499540561083e-12       1.283709141638e-14       2.796575217867e-14       4.294070663866e-15      -7.137238792719e-16 
  676       2.604403394079e-10       5.210293960332e-12      -9.732847521659e-12       1.284665974770e-14       2.781247751998e-14       4.321001183703e-15      -7.130897315127e-16 
  677       2.607403050611e-10       5.213988127064e-12      -9.965211645007e-12       1.285633306339e-14       2.766026474768e-14       4.347522470179e-15      -7.123768029968e-16 
  678       2.610663701626e-10       5.216859571813e-12      -1.019653312970e-11       1.286611409214e-14       2.750910666154e-14       4.373635345166e-15      -7.115849903570e-16 
  679       2.614183201282e-10       5.218908974448e-12      -1.042671113742e-11       1.287600558216e-14       2.735899582961e-14       4.399340678202e-15      -7.107141945798e-16 
  680       2.617959357488e-10       5.220137085357e-12      -1.065564378931e-11       1.288601030133e-14       2.720992458719e-14       4.424639386717e-15      -7.097643210281e-16 
  681       2.621989931702e-10       5.220544725775e-12      -1.088322816239e-11       1.289613103714e-14       2.706188503574e-14       4.449532436254e-15      -7.087352794637e-16 
  682       2.626272638740e-10       5.220132788126e-12      -1.110936028597e-11       1.290637059686e-14       2.691486904180e-14       4.474020840696e-15      -7.076269840692e-16 
  683       2.630805146574e-10       5.218902236347e-12      -1.133393513800e-11       1.291673180749e-14       2.676886823589e-14       4.498105662493e-15      -7.064393534708e-16 
  684       2.635585076141e-10       5.216854106229e-12      -1.155684664152e-11       1.292721751588e-14       2.662387401149e-14       4.521788012883e-15      -7.051723107603e-16 
  685       2.640610001143e-10       5.213989505747e-12      -1.177798766100e-11       1.293783058873e-14       2.647987752389e-14       4.545069052119e-15      -7.038257835177e-16 
  686       2.645877447847e-10       5.210309615396e-12      -1.199724999875e-11       1.294857391270e-14       2.633686968916e-14       4.567949989694e-15      -7.023997038334e-16 
  687       2.651384894898e-10       5.205815688522e-12      -1.221452439133e-11       1.295945039440e-14       2.619484118306e-14       4.590432084563e-15      -7.008940083307e-16 
  688       2.657129773113e-10       5.200509051658e-12      -1.242970050594e-11       1.297046296047e-14       2.605378243997e-14       4.612516645371e-15      -6.993086381880e-16 
  689       2.663109465289e-10       5.194391104855e-12      -1.264266693681e-11       1.298161455765e-14       2.591368365179e-14       4.634205030679e-15      -6.976435391611e-16 
  690       2.669321306004e-10       5.187463322018e-12      -1.285331120157e-11       1.299290815278e-14       2.577453476687e-14       4.655498649181e-15      -6.958986616057e-16 
  691       2.675762581424e-10       5.179727251240e-12      -1.306151973768e-11       1.300434673291e-14       2.563632548896e-14       4.676398959940e-15      -6.940739604999e-16 
  692       2.682430529102e-10       5.171184515134e-12      -1.326717789881e-11       1.301593330531e-14       2.549904527609e-14       4.696907472604e-15      -6.921693954660e-16 
  693       2.689322337785e-10       5.161836811166e-12      -1.347016995122e-11       1.302767089754e-14       2.536268333952e-14       4.717025747633e-15      -6.901849307935e-16 
  694       2.696435147215e-10       5.151685911991e-12      -1.367037907019e-11       1.303956255748e-14       2.522722864264e-14       4.736755396527e-15      -6.881205354609e-16 
  695       2.703766047934e-10       5.140733665785e-12      -1.386768733638e-11       1.305161135341e-14       2.509266989994e-14       4.756098082046e-15      -6.859761831586e-16 
  696       2.711312081085e-10       5.128981996579e-12      -1.406197573222e-11       1.306382037405e-14       2.495899557584e-14       4.775055518441e-15      -6.837518523106e-16 
  697       2.719070238218e-10       5.116432904593e-12      -1.425312413833e-11       1.307619272860e-14       2.482619388373e-14       4.793629471670e-15      -6.814475260976e-16 
  698       2.727037461093e-10       5.103088466569e-12      -1.444101132991e-11       1.308873154680e-14       2.469425278480e-14       4.811821759631e-15      -6.790631924785e-16 
  699       2.735210641481e-10       5.088950836106e-12      -1.462551497311e-11       1.310143997899e-14       2.456315998699e-14       4.829634252384e-15      -6.765988442135e-16 
  700       2.743586411052e-10       5.074023617926e-12      -1.480652497211e-11       1.311432055462e-14       2.443290461601e-14       4.847068553563e-15      -6.740546919243e-16 
  701       2.752160506619e-10       5.058316021420e-12      -1.498398382263e-11       1.312737324306e-14       2.430348226869e-14       4.864125036883e-15      -6.714318081007e-16 
  702       2.760928391280e-10       5.041838794281e-12      -1.515784709184e-11       1.314059735250e-14       2.417489006275e-14       4.880803790012e-15      -6.687314965533e-16 
  703       2.769885462895e-10       5.024602857077e-12      -1.532807014352e-11       1.315399216772e-14       2.404712497359e-14       4.897104931708e-15      -6.659550806642e-16 
  704       2.779027053834e-10       5.006619303920e-12      -1.549460813766e-11       1.316755694999e-14       2.392018383360e-14       4.913028611964e-15      -6.631039034618e-16 
  705       2.788348430733e-10       4.987899403134e-12      -1.565741603018e-11       1.318129093693e-14       2.379406333151e-14       4.928575012158e-15      -6.601793276950e-16 
  706       2.797844794242e-10       4.968454597926e-12      -1.581644857255e-11       1.319519334245e-14       2.366876001171e-14       4.943744345200e-15      -6.571827359076e-16 
  707       2.807511278779e-10       4.948296507054e-12      -1.597166031147e-11       1.320926335661e-14       2.354427027358e-14       4.958536855677e-15      -6.541155305130e-16 
  708       2.817342952283e-10       4.927436925499e-12      -1.612300558851e-11       1.322350014553e-14       2.342059037084e-14       4.972952820000e-15      -6.509791338684e-16 
  709       2.827334815966e-10       4.905887825134e-12      -1.627043853978e-11       1.323790285129e-14       2.329771641086e-14       4.986992546550e-15      -6.477749883495e-16 
  710       2.837481804061e-10       4.883661355391e-12      -1.641391309558e-11       1.325247059180e-14       2.317564435399e-14       5.000656375830e-15      -6.445045564247e-16 
  711       2.847778783581e-10       4.860769843936e-12      -1.655338298009e-11       1.326720246071e-14       2.305437001290e-14       5.013944680605e-15      -6.411693207297e-16 
  712       2.858220554064e-10       4.837225797331e-12      -1.668880171097e-11       1.328209752733e-14       2.293388905192e-14       5.026857866051e-15      -6.377707841418e-16 
  713       2.868801847330e-10       4.813041901713e-12      -1.682012259909e-11       1.329715483646e-14       2.281419698636e-14       5.039396369906e-15      -6.343104698546e-16 
  714       2.879517327231e-10       4.788231023455e-12      -1.694729874811e-11       1.331237340836e-14       2.269528918184e-14       5.051560662610e-15      -6.307899214521e-16 
  715       2.890361589402e-10       4.762806209840e-12      -1.707028305422e-11       1.332775223857e-14       2.257716085360e-14       5.063351247458e-15      -6.272107029836e-16 
  716       2.901329161017e-10       4.736780689731e-12      -1.718902820572e-11       1.334329029786e-14       2.245980706589e-14       5.074768660742e-15      -6.235743990377e-16 
  717       2.912414500535e-10       4.710167874238e-12      -1.730348668276e-11       1.335898653212e-14       2.234322273124e-14       5.085813471901e-15      -6.198826148169e-16 
  718       2.923611997459e-10       4.682981357392e-12      -1.741361075693e-11       1.337483986220e-14       2.222740260983e-14       5.096486283667e-15      -6.161369762123e-16 
  719       2.934915972081e-10       4.655234916807e-12      -1.751935249095e-11       1.339084918389e-14       2.211234130879e-14       5.106787732211e-15      -6.123391298776e-16 
  720       2.946320675241e-10       4.626942514360e-12      -1.762066373831e-11       1.340701336773e-14       2.199803328155e-14       5.116718487291e-15      -6.084907433040e-16 
  721       2.957820288072e-10       4.598118296852e-12      -1.771749614298e-11       1.342333125895e-14       2.188447282719e-14       5.126279252397e-15      -6.045935048943e-16 
  722       2.969408921757e-10       4.568776596680e-12      -1.780980113899e-11       1.343980167738e-14       2.177165408972e-14       5.135470764901e-15      -6.006491240374e-16 
  723       2.981080617282e-10       4.538931932509e-12      -1.789752995016e-11       1.345642341729e-14       2.165957105746e-14       5.144293796200e-15      -5.966593311830e-16 
  724       2.992829345181e-10       4.508599009940e-12      -1.798063358971e-11       1.347319524734e-14       2.154821756235e-14       5.152749151867e-15      -5.926258779158e-16 
  725       3.004649005297e-10       4.477792722179e-12      -1.805906285994e-11       1.349011591043e-14       2.143758727926e-14       5.160837671793e-15      -5.885505370300e-16 
  726       3.016533426527e-10       4.446528150708e-12      -1.813276835190e-11       1.350718412362e-14       2.132767372536e-14       5.168560230338e-15      -5.844351026038e-16 
  727       3.028476366578e-10       4.414820565954e-12      -1.820170044502e-11       1.352439857803e-14       2.121847025945e-14       5.175917736477e-15      -5.802813900738e-16 
  728       3.040471511717e-10       4.382685427956e-12      -1.826580930679e-11       1.354175793869e-14       2.110997008124e-14       5.182911133944e-15      -5.760912363094e-16 
  729       3.052512476524e-10       4.350138387040e-12      -1.832504489241e-11       1.355926084451e-14       2.100216623074e-14       5.189541401382e-15      -5.718664996875e-16 
  730       3.064592803644e-10       4.317195284486e-12      -1.837935694445e-11       1.357690590809e-14       2.089505158756e-14       5.195809552489e-15      -5.676090601666e-16 
  731       3.076705963540e-10       4.283872153195e-12      -1.842869499252e-11       1.359469171569e-14       2.078861887025e-14       5.201716636165e-15      -5.633208193615e-16 
  732       3.088845354243e-10       4.250185218364e-12      -1.847300835290e-11       1.361261682705e-14       2.068286063562e-14       5.207263736656e-15      -5.590037006174e-16 
  733       3.101004301103e-10       4.216150898150e-12      -1.851224612824e-11       1.363067977536e-14       2.057776927808e-14       5.212451973706e-15      -5.546596490851e-16 
  734       3.113176056547e-10       4.181785804344e-12      -1.854635720717e-11       1.364887906710e-14       2.047333702900e-14       5.217282502699e-15      -5.502906317944e-16 
  735       3.125353799823e-10       4.147106743039e-12      -1.857529026401e-11       1.366721318195e-14       2.036955595596e-14       5.221756514810e-15      -5.458986377295e-16 
  736       3.137530636760e-10       4.112130715300e-12      -1.859899375838e-11       1.368568057268e-14       2.026641796218e-14       5.225875237148e-15      -5.414856779029e-16 
  737       3.149699599513e-10       4.076874917831e-12      -1.861741593490e-11       1.370427966508e-14       2.016391478577e-14       5.229639932905e-15      -5.370537854299e-16 
  738       3.161853646319e-10       4.041356743649e-12      -1.863050482282e-11       1.372300885780e-14       2.006203799911e-14       5.233051901503e-15      -5.326050156034e-16 
  739       3.173986107997e-10       4.005593287082e-12      -1.863822089951e-11       1.374186623916e-14       1.996078012286e-14       5.236112133731e-15      -5.281410683332e-16 
  740       3.186092037608e-10       3.969599846694e-12      -1.864057535574e-11       1.376084873164e-14       1.986013799354e-14       5.238820269402e-15      -5.236621471414e-16 
  741       3.198166886943e-10       3.933391394143e-12      -1.863759258498e-11       1.377995293029e-14       1.976010946105e-14       5.241175619416e-15      -5.191680777944e-16 
  742       3.210206062036e-10       3.896983067723e-12      -1.862929759039e-11       1.379917538416e-14       1.966069227965e-14       5.243177508971e-15      -5.146586838895e-16 
  743       3.222204923017e-10       3.860390172935e-12      -1.861571598731e-11       1.381851259611e-14       1.956188410750e-14       5.244825277641e-15      -5.101337868460e-16 
  744       3.234158783956e-10       3.823628183044e-12      -1.859687400564e-11       1.383796102264e-14       1.946368250620e-14       5.246118279444e-15      -5.055932058976e-16 
  745       3.246062912722e-10       3.786712739636e-12      -1.857279849234e-11       1.385751707374e-14       1.936608494045e-14       5.247055882910e-15      -5.010367580833e-16 
  746       3.257912530824e-10       3.749659653188e-12      -1.854351691379e-11       1.387717711273e-14       1.926908877752e-14       5.247637471158e-15      -4.964642582390e-16 
  747       3.269702813267e-10       3.712484903618e-12      -1.850905735833e-11       1.389693745606e-14       1.917269128693e-14       5.247862441962e-15      -4.918755189896e-16 
  748       3.281428888402e-10       3.675204640855e-12      -1.846944853858e-11       1.391679437317e-14       1.907688963995e-14       5.247730207826e-15      -4.872703507401e-16 
  749       3.293085837772e-10       3.637835185396e-12      -1.842471979399e-11       1.393674408629e-14       1.898168090920e-14       5.247240196052e-15      -4.826485616672e-16 
  750       3.304668695965e-10       3.600393028865e-12      -1.837490109318e-11       1.395678277033e-14       1.888706206823e-14       5.246391848814e-15      -4.780099577112e-16 
  751       3.316172450464e-10       3.562894834577e-12      -1.832002303646e-11       1.397690655264e-14       1.879302999111e-14       5.245184623226e-15      -4.733543425675e-16 
  752       3.327592041498e-10       3.525357438098e-12      -1.826011685820e-11       1.399711151290e-14       1.869958145197e-14       5.243617991416e-15      -4.686815176777e-16 
  753       3.338922361887e-10       3.487797847806e-12      -1.819521442933e-11       1.401739368292e-14       1.860671312461e-14       5.241691440596e-15      -4.639912822219e-16 
  754       3.350158256899e-10       3.450233245450e-12      -1.812534825971e-11       1.403774904649e-14       1.851442158203e-14       5.239404473133e-15      -4.592834331097e-16 
  755       3.361294524097e-10       3.412680986715e-12      -1.805055150062e-11       1.405817353919e-14       1.842270329607e-14       5.236756606618e-15      -4.545577649723e-16 
  756       3.372325913186e-10       3.375158601778e-12      -1.797085794720e-11       1.407866304825e-14       1.833155463693e-14       5.233747373942e-15      -4.498140701536e-16 
  757       3.383247125869e-10       3.337683795872e-12      -1.788630204082e-11       1.409921341236e-14       1.824097187277e-14       5.230376323364e-15      -4.450521387021e-16 
  758       3.394052815692e-10       3.300274449845e-12      -1.779691887162e-11       1.411982042153e-14       1.815095116929e-14       5.226643018581e-15      -4.402717583621e-16 
  759       3.404737587897e-10       3.262948620725e-12      -1.770274418085e-11       1.414047981687e-14       1.806148858929e-14       5.222547038803e-15      -4.354727145660e-16 
  760       3.415295999272e-10       3.225724542273e-12      -1.760381436338e-11       1.416118729048e-14       1.797258009225e-14       5.218087978819e-15      -4.306547904250e-16 
  761       3.425722557998e-10       3.188620625553e-12      -1.750016647010e-11       1.418193848525e-14       1.788422153392e-14       5.213265449073e-15      -4.258177667215e-16 
  762       3.436011723504e-10       3.151655459485e-12      -1.739183821034e-11       1.420272899469e-14       1.779640866586e-14       5.208079075732e-15      -4.209614218999e-16 
  763       3.446157906312e-10       3.114847811413e-12      -1.727886795439e-11       1.422355436279e-14       1.770913713508e-14       5.202528500759e-15      -4.160855320589e-16 
  764       3.456155467891e-10       3.078216627659e-12      -1.716129473582e-11       1.424441008383e-14       1.762240248354e-14       5.196613381982e-15      -4.111898709425e-16 
  765       3.465998720505e-10       3.041781034088e-12      -1.703915825403e-11       1.426529160219e-14       1.753620014777e-14       5.190333393168e-15      -4.062742099322e-16 
  766       3.475681927064e-10       3.005560336670e-12      -1.691249887660e-11       1.428619431224e-14       1.745052545844e-14       5.183688224092e-15      -4.013383180378e-16 
  767       3.485199300973e-10       2.969574022035e-12      -1.678135764177e-11       1.430711355812e-14       1.736537363994e-14       5.176677580607e-15      -3.963819618897e-16 
  768       3.494545005983e-10       2.933841758041e-12      -1.664577626091e-11       1.432804463361e-14       1.728073980992e-14       5.169301184718e-15      -3.914049057301e-16 
  769       3.503713156041e-10       2.898383394330e-12      -1.650579712086e-11       1.434898278191e-14       1.719661897893e-14       5.161558774653e-15      -3.864069114046e-16 
  770       3.512697815140e-10       2.863218962891e-12      -1.636146328646e-11       1.436992319556e-14       1.711300604992e-14       5.153450104932e-15      -3.813877383540e-16 
  771       3.521492997168e-10       2.828368678620e-12      -1.621281850296e-11       1.439086101616e-14       1.702989581790e-14       5.144974946439e-15      -3.763471436055e-16 
  772       3.530092665760e-10       2.793852939881e-12      -1.605990719844e-11       1.441179133430e-14       1.694728296941e-14       5.136133086493e-15      -3.712848817647e-16 
  773       3.538490734147e-10       2.759692329068e-12      -1.590277448627e-11       1.443270918935e-14       1.686516208222e-14       5.126924328919e-15      -3.662007050071e-16 
  774       3.546681065005e-10       2.725907613165e-12      -1.574146616751e-11       1.445360956927e-14       1.678352762478e-14       5.117348494122e-15      -3.610943630692e-16 
  775       3.554657470309e-10       2.692519744304e-12      -1.557602873340e-11       1.447448741048e-14       1.670237395591e-14       5.107405419153e-15      -3.559656032407e-16 
  776       3.562413711177e-10       2.659549860331e-12      -1.540650936778e-11       1.449533759770e-14       1.662169532428e-14       5.097094957784e-15      -3.508141703560e-16 
  777       3.569943497725e-10       2.627019285366e-12      -1.523295594949e-11       1.451615496373e-14       1.654148586806e-14       5.086416980578e-15      -3.456398067853e-16 
  778       3.577241261627e-10       2.594947459815e-12      -1.505542141069e-11       1.453693454177e-14       1.646174036951e-14       5.075372479855e-15      -3.404424442205e-16 
  779       3.584304489986e-10       2.563345686724e-12      -1.487397689636e-11       1.455767232769e-14       1.638245653543e-14       5.063966907185e-15      -3.352227829924e-16 
  780       3.591131434935e-10       2.532223269261e-12      -1.468869885637e-11       1.457836453175e-14       1.630363275864e-14       5.052206898621e-15      -3.299817236005e-16 
  781       3.597720344891e-10       2.501589570796e-12      -1.449966471533e-11       1.459900732724e-14       1.622526736652e-14       5.040099175771e-15      -3.247201759329e-16 
  782       3.604069464557e-10       2.471454015042e-12      -1.430695287586e-11       1.461959685045e-14       1.614735862078e-14       5.027650546079e-15      -3.194390592961e-16 
  783       3.610177034927e-10       2.441826086213e-12      -1.411064272194e-11       1.464012920052e-14       1.606990471710e-14       5.014867903120e-15      -3.141393024441e-16 
  784       3.616041293291e-10       2.412715329170e-12      -1.391081462215e-11       1.466060043929e-14       1.599290378492e-14       5.001758226891e-15      -3.088218436085e-16 
  785       3.621660473233e-10       2.384131349574e-12      -1.370754993302e-11       1.468100659125e-14       1.591635388715e-14       4.988328584095e-15      -3.034876305275e-16 
  786       3.627032804638e-10       2.356083814039e-12      -1.350093100228e-11       1.470134364335e-14       1.584025301989e-14       4.974586128438e-15      -2.981376204759e-16 
  787       3.632156513694e-10       2.328582450280e-12      -1.329104117222e-11       1.472160754495e-14       1.576459911214e-14       4.960538100914e-15      -2.927727802946e-16 
  788       3.637029822895e-10       2.301637047263e-12      -1.307796478294e-11       1.474179420765e-14       1.568939002556e-14       4.946191830096e-15      -2.873940864197e-16 
  789       3.641650951043e-10       2.275257455360e-12      -1.286178717568e-11       1.476189950519e-14       1.561462355416e-14       4.931554732426e-15      -2.820025249128e-16 
  790       3.646018113254e-10       2.249453586495e-12      -1.264259469608e-11       1.478191927333e-14       1.554029742405e-14       4.916634312508e-15      -2.765990914899e-16 
  791       3.650129520958e-10       2.224235414301e-12      -1.242047469755e-11       1.480184930975e-14       1.546640929315e-14       4.901438163390e-15      -2.711847915512e-16 
  792       3.653983381903e-10       2.199612974263e-12      -1.219551554450e-11       1.482168537391e-14       1.539295675093e-14       4.885973966864e-15      -2.657606402110e-16 
  793       3.657577900158e-10       2.175596363877e-12      -1.196780661567e-11       1.484142318694e-14       1.531993731812e-14       4.870249493748e-15      -2.603276623266e-16 
  794       3.660911276118e-10       2.152195742794e-12      -1.173743830745e-11       1.486105843152e-14       1.524734844644e-14       4.854272604180e-15      -2.548868925282e-16 
  795       3.663981706504e-10       2.129421332977e-12      -1.150450203714e-11       1.488058675176e-14       1.517518751832e-14       4.838051247905e-15      -2.494393752487e-16 
  796       3.666787384368e-10       2.107283418847e-12      -1.126909024627e-11       1.490000375310e-14       1.510345184665e-14       4.821593464568e-15      -2.439861647528e-16 
  797       3.669326499095e-10       2.085792347435e-12      -1.103129640390e-11       1.491930500215e-14       1.503213867447e-14       4.804907384003e-15      -2.385283251668e-16 
  798       3.671597236408e-10       2.064958528537e-12      -1.079121500993e-11       1.493848602664e-14       1.496124517470e-14       4.788001226520e-15      -2.330669305082e-16 
  799       3.673597778368e-10       2.044792434859e-12      -1.054894159837e-11       1.495754231523e-14       1.489076844992e-14       4.770883303199e-15      -2.276030647150e-16 
  800       3.675326303379e-10       2.025304602171e-12      -1.030457274068e-11       1.497646931743e-14       1.482070553199e-14       4.753562016177e-15      -2.221378216755e-16 
  801       3.676780986192e-10       2.006505629457e-12      -1.005820604902e-11       1.499526244349e-14       1.475105338190e-14       4.736045858941e-15      -2.166723052579e-16 
  802       3.677959997907e-10       1.988406179068e-12      -9.809940179620e-12       1.501391706426e-14       1.468180888938e-14       4.718343416614e-15      -2.112076293397e-16 
  803       3.678861505974e-10       1.971016976870e-12      -9.559874836002e-12       1.503242851108e-14       1.461296887270e-14       4.700463366247e-15      -2.057449178373e-16 
  804       3.679483674200e-10       1.954348812396e-12      -9.308110772334e-12       1.505079207565e-14       1.454453007837e-14       4.682414477109e-15      -2.002853047353e-16 
  805       3.679824662748e-10       1.938412538997e-12      -9.054749796711e-12       1.506900300996e-14       1.447648918087e-14       4.664205610976e-15      -1.948299341168e-16 
  806       3.679882628145e-10       1.923219073995e-12      -8.799894774458e-12       1.508705652610e-14       1.440884278236e-14       4.645845722422e-15      -1.893799601921e-16 
  807       3.679655723279e-10       1.908779398829e-12      -8.543649631427e-12       1.510494779620e-14       1.434158741242e-14       4.627343859109e-15      -1.839365473287e-16 
  808       3.679142097408e-10       1.895104559210e-12      -8.286119357301e-12       1.512267195228e-14       1.427471952778e-14       4.608709162074e-15      -1.785008700809e-16 
  809       3.678339896159e-10       1.882205665270e-12      -8.027410008892e-12       1.514022408616e-14       1.420823551204e-14       4.589950866025e-15      -1.730741132191e-16 
  810       3.677247261533e-10       1.870093891716e-12      -7.767628713443e-12       1.515759924931e-14       1.414213167537e-14       4.571078299623e-15      -1.676574717596e-16 
  811       3.675862331906e-10       1.858780477975e-12      -7.506883671923e-12       1.517479245275e-14       1.407640425427e-14       4.552100885777e-15      -1.622521509940e-16 
  812       3.674183242036e-10       1.848276728351e-12      -7.245284162334e-12       1.519179866693e-14       1.401104941129e-14       4.533028141935e-15      -1.568593665189e-16 
