#scalar perturbations for mode k = 7.010000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:cs2_ncdm[0]           22:delta_rho_fld       23:rho_plus_p_theta_fld    24:delta_p_fld        
       5.702432112203e+03       1.458876399196e-01      -3.120387106782e-01      -5.427971874468e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.121707428592e+03       7.302375769876e-01       7.508658495281e-02       7.479662239599e-02      -2.991864895840e-01      -5.709988502847e-07       0.000000000000e+00      -2.194990152697e+03       7.311833941655e-01      -2.708687833403e+01       1.800051064697e-02       1.051984030541e-03       2.622996902420e-03      -1.488120551764e-05       3.432334408499e-08      -1.486741669889e-05 
       5.715149205736e+03       1.465144003927e-01      -3.119521112580e-01      -5.390493146168e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.131003830069e+03       7.317942602945e-01       7.508892496495e-02       7.479541404752e-02      -2.991816561901e-01      -5.692136375025e-07       0.000000000000e+00      -2.204298568182e+03       7.327378701506e-01      -2.731653930421e+01       1.811765837733e-02       1.043619009075e-03       2.600861284389e-03      -1.493473083645e-05       3.437339857643e-08      -1.492095072160e-05 
       5.727866299268e+03       1.471425389490e-01      -3.118661359169e-01      -5.352831331380e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.140320028265e+03       7.333509818203e-01       7.509130455480e-02       7.479420941053e-02      -2.991768376421e-01      -5.674942122653e-07       0.000000000000e+00      -2.213626752306e+03       7.342923827041e-01      -2.754769267421e+01       1.823521602259e-02       1.035335497776e-03       2.578955928325e-03      -1.498830943677e-05       3.442209704047e-08      -1.497453852210e-05 
       5.741874989068e+03       1.478360695247e-01      -3.117721548362e-01      -5.311152470110e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.150605330269e+03       7.350658545482e-01       7.509397191547e-02       7.479288665638e-02      -2.991715466255e-01      -5.655973014197e-07       0.000000000000e+00      -2.223925225044e+03       7.360048204032e-01      -2.780405671849e+01       1.836518163870e-02       1.026303722780e-03       2.555088879848e-03      -1.504738646040e-05       3.447618790261e-08      -1.503362544628e-05 
       5.755883678868e+03       1.485312739551e-01      -3.116789382460e-01      -5.269289084655e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.160914655711e+03       7.367807745287e-01       7.509668805561e-02       7.479156842231e-02      -2.991662736893e-01      -5.636336165839e-07       0.000000000000e+00      -2.234247687099e+03       7.377173037717e-01      -2.806224481154e+01       1.849563252813e-02       1.017367960127e-03       2.531493942958e-03      -1.510654077190e-05       3.453233013429e-08      -1.509278878395e-05 
       5.769892368668e+03       1.492281529863e-01      -3.115864881531e-01      -5.227307399441e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.171248005255e+03       7.384957422432e-01       7.509945351051e-02       7.479025485360e-02      -2.991610194144e-01      -5.615896698474e-07       0.000000000000e+00      -2.244594139113e+03       7.394298335046e-01      -2.832226361540e+01       1.862655449774e-02       1.008525310649e-03       2.508167557691e-03      -1.516580041297e-05       3.459077567312e-08      -1.515205648257e-05 
       5.783901058469e+03       1.499267075776e-01      -3.114948051723e-01      -5.185322376390e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.181605379574e+03       7.402107582013e-01       7.510226880437e-02       7.478894608100e-02      -2.991557843240e-01      -5.595185668101e-07       0.000000000000e+00      -2.254964581740e+03       7.411424103237e-01      -2.858411985427e+01       1.875795870401e-02       9.997767119722e-04       2.485105923731e-03      -1.522518647151e-05       3.465020980510e-08      -1.521145015774e-05 
       5.797909748269e+03       1.506269384573e-01      -3.114038882008e-01      -5.143464921612e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.191986779346e+03       7.419258229239e-01       7.510513429866e-02       7.478764207084e-02      -2.991505682834e-01      -5.574972585654e-07       0.000000000000e+00      -2.265359015646e+03       7.428550349573e-01      -2.884782023293e+01       1.888984083478e-02       9.911206879045e-04       2.462305640735e-03      -1.528469792597e-05       3.470871195105e-08      -1.527096955041e-05 
       5.813401252227e+03       1.514032414887e-01      -3.113042365151e-01      -5.097445115769e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.203495021530e+03       7.438224839232e-01       7.510836184807e-02       7.478620538783e-02      -2.991448215513e-01      -5.553826602852e-07       0.000000000000e+00      -2.276881631814e+03       7.447489967047e-01      -2.914158787509e+01       1.903623455621e-02       9.816539308897e-04       2.437391851158e-03      -1.535063206599e-05       3.477088470304e-08      -1.533691340742e-05 
       5.828892756184e+03       1.521815967213e-01      -3.112055131773e-01      -5.051746880964e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.215032646248e+03       7.457192058750e-01       7.511165122981e-02       7.478477394125e-02      -2.991390957650e-01      -5.533890797324e-07       0.000000000000e+00      -2.288433588697e+03       7.466430187449e-01      -2.943762731325e+01       1.918320322984e-02       9.722964059825e-04       2.412788637889e-03      -1.541666000865e-05       3.483057101569e-08      -1.540295198169e-05 
       5.844384260142e+03       1.529620054309e-01      -3.111077126779e-01      -5.006321242656e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.226599654487e+03       7.476159895170e-01       7.511500277917e-02       7.478334751964e-02      -2.991333900786e-01      -5.514212097369e-07       0.000000000000e+00      -2.300014887272e+03       7.485371020893e-01      -2.973594778328e+01       1.933074553350e-02       9.630469455869e-04       2.388491288967e-03      -1.548275918725e-05       3.489008184313e-08      -1.546906179230e-05 
       5.859875764100e+03       1.537444687593e-01      -3.110108304041e-01      -4.961074718243e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.238196047225e+03       7.495128355919e-01       7.511841724911e-02       7.478192632578e-02      -2.991277053031e-01      -5.493561556898e-07       0.000000000000e+00      -2.311625528513e+03       7.504312477428e-01      -3.003655834541e+01       1.947886141554e-02       9.539039783892e-04       2.364495366127e-03      -1.554894540935e-05       3.495225026773e-08      -1.553525753722e-05 
       5.875367268057e+03       1.545289879772e-01      -3.109148620577e-01      -4.916004121175e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.249821825438e+03       7.514097448718e-01       7.512189563882e-02       7.478051080416e-02      -2.991220432166e-01      -5.471580751743e-07       0.000000000000e+00      -2.323265513395e+03       7.523254567288e-01      -3.033946789748e+01       1.962755060500e-02       9.448658419708e-04       2.340796361393e-03      -1.561526477320e-05       3.501784631725e-08      -1.560158502190e-05 
       5.887269520690e+03       1.551331380196e-01      -3.108417455652e-01      -4.881570971344e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.258773970781e+03       7.528671996617e-01       7.512461190217e-02       7.477942711663e-02      -2.991177084665e-01      -5.454445570775e-07       0.000000000000e+00      -2.332228545427e+03       7.537808371035e-01      -3.057376325513e+01       1.974217895512e-02       9.379924141343e-04       2.322787182994e-03      -1.566633484161e-05       3.506901421738e-08      -1.565266099133e-05 
       5.899171773322e+03       1.557385028973e-01      -3.107691613855e-01      -4.847407377010e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.267743463377e+03       7.543246926444e-01       7.512736644100e-02       7.477834673677e-02      -2.991133869471e-01      -5.437971374814e-07       0.000000000000e+00      -2.341208900024e+03       7.552362560078e-01      -3.080942530123e+01       1.985714600694e-02       9.311793888360e-04       2.304948802576e-03      -1.571750277532e-05       3.511884758219e-08      -1.570383531359e-05 
       5.911074025954e+03       1.563450832798e-01      -3.106971057894e-01      -4.813565333242e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.276730303656e+03       7.557822241759e-01       7.513015939897e-02       7.477726955141e-02      -2.991090782056e-01      -5.422630383083e-07       0.000000000000e+00      -2.350206577621e+03       7.566917138976e-01      -3.104645780834e+01       1.997244791102e-02       9.244256390776e-04       2.287279169235e-03      -1.576874620250e-05       3.516634167786e-08      -1.575508600431e-05 
       5.922976278586e+03       1.569528796497e-01      -3.106255742914e-01      -4.780034997676e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.285734492071e+03       7.572397946182e-01       7.513299074710e-02       7.477619527409e-02      -2.991047810964e-01      -5.408289006006e-07       0.000000000000e+00      -2.359221578675e+03       7.581472112363e-01      -3.128486468858e+01       2.008808778438e-02       9.177311358829e-04       2.269776499368e-03      -1.582004011988e-05       3.521180831986e-08      -1.580638793432e-05 
       5.935694838675e+03       1.576037059298e-01      -3.105497117930e-01      -4.744486722608e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.295375400474e+03       7.587973749137e-01       7.513605889605e-02       7.477505042397e-02      -2.991002016959e-01      -5.393353954351e-07       0.000000000000e+00      -2.368874014028e+03       7.597025769584e-01      -3.154114621785e+01       2.021204074483e-02       9.106423953570e-04       2.251255797142e-03      -1.587489166260e-05       3.525977845947e-08      -1.586124823312e-05 
       5.948413398764e+03       1.582559221857e-01      -3.104744387934e-01      -4.709142122186e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.305036119334e+03       7.603550005094e-01       7.513917130142e-02       7.477390869950e-02      -2.990956347980e-01      -5.377953656365e-07       0.000000000000e+00      -2.378546231679e+03       7.612579888329e-01      -3.179900667279e+01       2.033638142600e-02       9.036190811108e-04       2.232921232035e-03      -1.592978995497e-05       3.530903203396e-08      -1.591615473977e-05 
       5.961131958853e+03       1.589095290364e-01      -3.103997520013e-01      -4.673949963819e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.314716649230e+03       7.619126718712e-01       7.514232853063e-02       7.477277034842e-02      -2.990910813937e-01      -5.361537992403e-07       0.000000000000e+00      -2.388238232215e+03       7.628134474452e-01      -3.205845101145e+01       2.046111317343e-02       8.966612785629e-04       2.214770704131e-03      -1.598475766034e-05       3.536071008276e-08      -1.597112968100e-05 
       5.973850518942e+03       1.595645273143e-01      -3.103256481995e-01      -4.638926473044e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.324416990746e+03       7.634703894908e-01       7.514553118717e-02       7.477163565172e-02      -2.990865426069e-01      -5.344239884042e-07       0.000000000000e+00      -2.397950016236e+03       7.643689534041e-01      -3.231948423530e+01       2.058623983632e-02       8.897682220415e-04       2.196801896174e-03      -1.603982168094e-05       3.541450302645e-08      -1.602620008388e-05 
