# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_fld            15:(.)w_fld              16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_tot            19:(.)p_tot              20:(.)p_tot_prime        21:gr.fac. D             22:gr.fac. f          
       1.824251232504e+05       2.256777988908e-08       2.528546520143e+00       7.249071725090e+04       1.380840381374e+04       7.569312753957e-02       2.519013576017e+09       1.458375871691e+00       3.047384034753e+09       1.654953385028e+07       8.274766925142e+07       7.012176756054e+08       2.337390958226e+08       2.343977718385e-07      -9.500000000000e-01       1.407005174089e+09       5.254904087550e+09       5.254904087550e+09       1.718535498770e+09      -2.731579689399e+09       2.296487903172e-04       7.359610191642e-02 
       1.804747296331e+05       2.305661806374e-08       2.555741323500e+00       7.095619041750e+04       1.380837661894e+04       7.651098930038e-02       2.492076845352e+09       1.474044749018e+00       2.919135785751e+09       1.602437491206e+07       8.012187456032e+07       6.717071427254e+08       2.239022542810e+08       2.340201458049e-07      -9.500000000000e-01       1.347791780616e+09       5.034780958565e+09       5.034780958565e+09       1.646211443070e+09      -2.588910876950e+09       2.298308297726e-04       7.383644806924e-02 
       1.785451884859e+05       2.355602777666e-08       2.583227198773e+00       6.945422252560e+04       1.380834913306e+04       7.733768640015e-02       2.465428106991e+09       1.489880984775e+00       2.796284826090e+09       1.551588060699e+07       7.757940303496e+07       6.434385517419e+08       2.144793933131e+08       2.336431281449e-07      -9.500000000000e-01       1.291070365162e+09       4.823889026636e+09       4.823889026636e+09       1.576931123730e+09      -2.453696228541e+09       2.300136111660e-04       7.407955225193e-02 
       1.766362768662e+05       2.406623709124e-08       2.611007231151e+00       6.798412193062e+04       1.380832135303e+04       7.817331425174e-02       2.439064281892e+09       1.505886345303e+00       2.678604012458e+09       1.502352212373e+07       7.511761061867e+07       6.163596359020e+08       2.054530906690e+08       2.332667178784e-07      -9.500000000000e-01       1.236736053574e+09       4.621840834677e+09       4.621840834677e+09       1.510566446013e+09      -2.325546166327e+09       2.301971428949e-04       7.432544087144e-02 
       1.747477742152e+05       2.458747897318e-08       2.639084537877e+00       6.654521168928e+04       1.380829327572e+04       7.901796929758e-02       2.412982323936e+09       1.522062615130e+00       2.565875760800e+09       1.454678743149e+07       7.273393715747e+07       5.904203280835e+08       1.968066573094e+08       2.328909140269e-07      -9.500000000000e-01       1.184688385299e+09       4.428265198771e+09       4.428265198771e+09       1.446994706009e+09      -2.204091477771e+09       2.303814334512e-04       7.457414055614e-02 
       1.728794623321e+05       2.511999139512e-08       2.667462268577e+00       6.513682924707e+04       1.380826489799e+04       7.987174902083e-02       2.387179219569e+09       1.538411597153e+00       2.457891644021e+09       1.408518074751e+07       7.042590373757e+07       5.655726682243e+08       1.885241065479e+08       2.325157156133e-07      -9.500000000000e-01       1.134831127632e+09       4.242806524362e+09       4.242806524362e+09       1.386098363766e+09      -2.088982250844e+09       2.305664914227e-04       7.482567815679e-02 
       1.710311253490e+05       2.566401744385e-08       2.696143605570e+00       6.375832613229e+04       1.380823621666e+04       8.073475195657e-02       2.361651987456e+09       1.554935112816e+00       2.354452006617e+09       1.363822202149e+07       6.819111010745e+07       5.417707146470e+08       1.805901244934e+08       2.321411216624e-07      -9.500000000000e-01       1.087072097798e+09       4.065124151191e+09       4.065124151191e+09       1.327764825965e+09      -1.979886864898e+09       2.307523254936e-04       7.508008074771e-02 
       1.692025497060e+05       2.621980542877e-08       2.725131764202e+00       6.240906765660e+04       1.380820722850e+04       8.160707770311e-02       2.336397678138e+09       1.571635002288e+00       2.255365595530e+09       1.320544643634e+07       6.602723218170e+07       5.189704591160e+08       1.729900417352e+08       2.317671312002e-07      -9.500000000000e-01       1.041322992502e+09       3.894891725766e+09       3.894891725766e+09       1.271886237746e+09      -1.876491034319e+09       2.309389444465e-04       7.533737562780e-02 
       1.673935241263e+05       2.678760899468e-08       2.754429993171e+00       6.108843262201e+04       1.380817793027e+04       8.248882693350e-02       2.311413373688e+09       1.588513124647e+00       2.160449206526e+09       1.278640392481e+07       6.393201962406e+07       4.971297454692e+08       1.657098062202e+08       2.313937432546e-07      -9.500000000000e-01       9.974992246702e+08       3.731796600214e+09       3.731796600214e+09       1.218359283285e+09      -1.778496902178e+09       2.311263571624e-04       7.559759032166e-02 
       1.656038395921e+05       2.736768723519e-08       2.784041574858e+00       5.979581303401e+04       1.380814831869e+04       8.338010140707e-02       2.286696187380e+09       1.605571358066e+00       2.069527345468e+09       1.238065870144e+07       6.190329350719e+07       4.762081916739e+08       1.587359572720e+08       2.310209568549e-07      -9.500000000000e-01       9.555197670480e+08       3.575539256399e+09       3.575539256399e+09       1.167084994777e+09      -1.685622181290e+09       2.313145726230e-04       7.586075258057e-02 
       1.638332893201e+05       2.796030480928e-08       2.813969825665e+00       5.853061382088e+04       1.380811839044e+04       8.428100398114e-02       2.262243263345e+09       1.622811599995e+00       1.982431903840e+09       1.198778880933e+07       5.993894404667e+07       4.561671151633e+08       1.520556007028e+08       2.306487710319e-07      -9.500000000000e-01       9.153070023903e+08       3.425832754249e+09       3.425832754249e+09       1.117968569446e+09      -1.597599340177e+09       2.315035999105e-04       7.612689038358e-02 
       1.620816687381e+05       2.856573205955e-08       2.844218096350e+00       5.729225255888e+04       1.380808814217e+04       8.519163862285e-02       2.238051776254e+09       1.640235767349e+00       1.899001847918e+09       1.160738568139e+07       5.803692840694e+07       4.369694613147e+08       1.456563849726e+08       2.302771848181e-07      -9.500000000000e-01       8.767865799500e+08       3.282402203271e+09       3.282402203271e+09       1.070919194262e+09      -1.514174831605e+09       2.316934482101e-04       7.639603193848e-02 
       1.603487754609e+05       2.918424513408e-08       2.874789772359e+00       5.608015920339e+04       1.380805757049e+04       8.611211042113e-02       2.214118930979e+09       1.657845796699e+00       1.819082921038e+09       1.123905371536e+07       5.619526857679e+07       4.185797349382e+08       1.395264783527e+08       2.299061972475e-07      -9.500000000000e-01       8.398872780093e+08       3.144984256278e+09       3.144984256278e+09       1.025849878035e+09      -1.435108361457e+09       2.318841268099e-04       7.666820568282e-02 
       1.586344092670e+05       2.981612611053e-08       2.905688274182e+00       5.489377582567e+04       1.380802667199e+04       8.704252559876e-02       2.190441962280e+09       1.675643644458e+00       1.742527358381e+09       1.088240986248e+07       5.441204931238e+07       4.009639346485e+08       1.336545470488e+08       2.295358073556e-07      -9.500000000000e-01       8.045408721951e+08       3.013326624399e+09       3.013326624399e+09       9.826772905740e+08      -1.360172195845e+09       2.320756451030e-04       7.694344028492e-02 
       1.569383720756e+05       3.046166312242e-08       2.936917057696e+00       5.373255635528e+04       1.380799544320e+04       8.798299152460e-02       2.167018134479e+09       1.693631287076e+00       1.669193613765e+09       1.053708322909e+07       5.268541614544e+07       3.840894899981e+08       1.280297342461e+08       2.291660141795e-07      -9.500000000000e-01       7.706820093365e+08       2.887187612474e+09       2.887187612474e+09       9.413216086132e+08      -1.289150504442e+09       2.322680125883e-04       7.722176464478e-02 
       1.552604679238e+05       3.112115048865e-08       2.968479614507e+00       5.259596632797e+04       1.380796388065e+04       8.893361672596e-02       2.143844741149e+09       1.711810721231e+00       1.598946097938e+09       1.020271469094e+07       5.101357345470e+07       3.679252012575e+08       1.226416400358e+08       2.287968167580e-07      -9.500000000000e-01       7.382480866317e+08       2.766335673973e+09       2.766335673973e+09       9.017063682256e+08      -1.221838738159e+09       2.324612388713e-04       7.750320789509e-02 
       1.536005029438e+05       3.179488884435e-08       3.000379472309e+00       5.148348263887e+04       1.380793198079e+04       8.989451090101e-02       2.120919104795e+09       1.730183964027e+00       1.531654927881e+09       9.878956519711e+06       4.939478259856e+07       3.524411817280e+08       1.174803021859e+08       2.284282141312e-07      -9.500000000000e-01       7.071791358988e+08       2.650548984626e+09       2.650548984626e+09       8.637583234459e+08      -1.158043039361e+09       2.326553336662e-04       7.778779940210e-02 
       1.519582853402e+05       3.248318527707e-08       3.032620195238e+00       5.039459330103e+04       1.380789974007e+04       9.086578493148e-02       2.098238576550e+09       1.748753053185e+00       1.467195686664e+09       9.565472021383e+06       4.782736010692e+07       3.376088024841e+08       1.125361777221e+08       2.280602053408e-07      -9.500000000000e-01       6.774177126991e+08       2.539615033976e+09       2.539615033976e+09       8.274073108432e+08      -1.097579682923e+09       2.328503067963e-04       7.807556876659e-02 
       1.503336253687e+05       3.318635346378e-08       3.065205384233e+00       4.932879720901e+04       1.380786715488e+04       9.184755089531e-02       2.075800535869e+09       1.767520047250e+00       1.405449193406e+09       9.261935186100e+06       4.630967593050e+07       3.234006394398e+08       1.078001252833e+08       2.276927894303e-07      -9.500000000000e-01       6.489087901261e+08       2.433330234088e+09       2.433330234088e+09       7.925861197938e+08      -1.040274546510e+09       2.330461681955e-04       7.836654582473e-02 
       1.487263353131e+05       3.390471381147e-08       3.098138677391e+00       4.828560390756e+04       1.380783422158e+04       9.283992207965e-02       2.053602390222e+09       1.786487025781e+00       1.346301282915e+09       8.968030349130e+06       4.484015174565e+07       3.097904226437e+08       1.032633882200e+08       2.273259654444e-07      -9.500000000000e-01       6.215996570641e+08       2.331499544718e+09       2.331499544718e+09       7.592303682132e+08      -9.859626085551e+08       2.332429279098e-04       7.866076064898e-02 
       1.471362294646e+05       3.463859360033e-08       3.131423750341e+00       4.726453336514e+04       1.380780093651e+04       9.384301299376e-02       2.031641574797e+09       1.805656089559e+00       1.289642594613e+09       8.683451862588e+06       4.341725931294e+07       2.967529877073e+08       9.891757840353e+07       2.269597324295e-07      -9.500000000000e-01       5.954398207291e+08       2.233936114225e+09       2.233936114225e+09       7.272783835175e+08      -9.344874724933e+08       2.334405960980e-04       7.895824354888e-02 
       1.455631240995e+05       3.538832713006e-08       3.165064316605e+00       4.626511575234e+04       1.380776729595e+04       9.485693938228e-02       2.009915552205e+09       1.825029360790e+00       1.235368370323e+09       8.407903777579e+06       4.203951888789e+07       2.842642292780e+08       9.475466071720e+07       2.265940894335e-07      -9.500000000000e-01       5.703809133108e+08       2.140460935578e+09       2.140460935578e+09       6.966710885952e+08      -8.857009158628e+08       2.336391830335e-04       7.925902507195e-02 
       1.440068374587e+05       3.615425587035e-08       3.199064127974e+00       4.528689122496e+04       1.380773329613e+04       9.588181823847e-02       1.988421812183e+09       1.844608983304e+00       1.183378260590e+09       8.141099536418e+06       4.070549768209e+07       2.723010564698e+08       9.076693819981e+07       2.262290355058e-07      -9.500000000000e-01       5.463766025437e+08       2.050902516822e+09       2.050902516822e+09       6.673518925776e+08      -8.394624629893e+08       2.338386991052e-04       7.956313600447e-02 
       1.424671897262e+05       3.693672861304e-08       3.233426974875e+00       4.432940971174e+04       1.380769893329e+04       9.691776781765e-02       1.967157871310e+09       1.864397122770e+00       1.133576139132e+09       7.882761674628e+06       3.941380837314e+07       2.608413501696e+08       8.694703781449e+07       2.258645696976e-07      -9.500000000000e-01       5.233825060423e+08       1.965096565391e+09       1.965096565391e+09       6.392665862058e+08      -7.956389800103e+08       2.340391548192e-04       7.987060737225e-02 
       1.409440030085e+05       3.773610162845e-08       3.268156686765e+00       4.339223070653e+04       1.380766420358e+04       9.796490765086e-02       1.946121272713e+09       1.884395966896e+00       1.085869925114e+09       7.632621532389e+06       3.816310766195e+07       2.498639221405e+08       8.328789681642e+07       2.255006910612e-07      -9.500000000000e-01       5.013561092399e+08       1.882885685689e+09       1.882885685689e+09       6.123632416012e+08      -7.541042910744e+08       2.342405607996e-04       8.018147044142e-02 
       1.394371013139e+05       3.855273882350e-08       3.303257132491e+00       4.247492306501e+04       1.380762910313e+04       9.902335855852e-02       1.925309585788e+09       1.904607725644e+00       1.040171412898e+09       7.390418975142e+06       3.695209487571e+07       2.393484758465e+08       7.978274969432e+07       2.251373986507e-07      -9.500000000000e-01       4.802566867833e+08       1.804119089378e+09       1.804119089378e+09       5.865921162547e+08      -7.147388146084e+08       2.344429277903e-04       8.049575671913e-02 
       1.379463105327e+05       3.938701190562e-08       3.338732220693e+00       4.157706480557e+04       1.380759362804e+04       1.000932426644e-01       1.904720405916e+09       1.925034631440e+00       9.963961089501e+08       7.155902123060e+06       3.577951061530e+07       2.292755689249e+08       7.642511566145e+07       2.247746915217e-07      -9.500000000000e-01       4.600452272333e+08       1.728652317847e+09       1.728652317847e+09       5.619055610559e+08      -6.774292186018e+08       2.346462666558e-04       8.081349795428e-02 
       1.364714584162e+05       4.023930054850e-08       3.374585900179e+00       4.069824291457e+04       1.380755777436e+04       1.011746834094e-01       1.884351354190e+09       1.945678939387e+00       9.544630756243e+08       6.928827089107e+06       3.464413544554e+07       2.196265772392e+08       7.320878667303e+07       2.244125687312e-07      -9.500000000000e-01       4.406843609356e+08       1.656346976334e+09       1.656346976334e+09       5.382579321930e+08      -6.420680939148e+08       2.348505883832e-04       8.113472613821e-02 
       1.350123745575e+05       4.110999256150e-08       3.410822160326e+00       3.983805315566e+04       1.380752153810e+04       1.022678055663e-01       1.864200077135e+09       1.966542927480e+00       9.142947815102e+08       6.708957725405e+06       3.354478862702e+07       2.103836604442e+08       7.012781594801e+07       2.240510293379e-07      -9.500000000000e-01       4.221382909266e+08       1.587070479233e+09       1.587070479233e+09       5.156055067603e+08      -6.085536446674e+08       2.350559040831e-04       8.145947350536e-02 
       1.335688903718e+05       4.199948406285e-08       3.447445031463e+00       3.899609988316e+04       1.380748491523e+04       1.033727352534e-01       1.844264246437e+09       1.987628896823e+00       8.758169580841e+08       6.496065377650e+06       3.248032688825e+07       2.015297290001e+08       6.717650697388e+07       2.236900724018e-07      -9.500000000000e-01       4.043727267473e+08       1.520695806097e+09       1.520695806097e+09       4.939064019177e+08      -5.767893948160e+08       2.352622249912e-04       8.178777253388e-02 
       1.321408390763e+05       4.290817965540e-08       3.484458585282e+00       3.817199585943e+04       1.380744790168e+04       1.044895999495e-01       1.824541558677e+09       2.008939171845e+00       8.389584623907e+08       6.289928647322e+06       3.144964323661e+07       1.930484125753e+08       6.434940297415e+07       2.233296969847e-07      -9.500000000000e-01       3.873548210425e+08       1.457101267892e+09       1.457101267892e+09       4.731204974519e+08      -5.466839100712e+08       2.354695624694e-04       8.211965594621e-02 
       1.307280556716e+05       4.383649260878e-08       3.521866935231e+00       3.736536207613e+04       1.380741049333e+04       1.056185285084e-01       1.805029735063e+09       2.030476100523e+00       8.036511455049e+08       6.090333161444e+06       3.045166580722e+07       1.849240297789e+08       6.164127681914e+07       2.229699021496e-07      -9.500000000000e-01       3.710531088281e+08       1.396170283081e+09       1.396170283081e+09       4.532093615968e+08      -5.181505343550e+08       2.356779280077e-04       8.245515670972e-02 
       1.293303769224e+05       4.478484504284e-08       3.559674236916e+00       3.657582757926e+04       1.380737268603e+04       1.067596511735e-01       1.785726521164e+09       2.052242054605e+00       7.698297265290e+08       5.897071349636e+06       2.948535674818e+07       1.771415591663e+08       5.904712136138e+07       2.226106869612e-07      -9.500000000000e-01       3.554374493144e+08       1.337791163108e+09       1.337791163108e+09       4.341361799758e+08      -4.911071400359e+08       2.358873332252e-04       8.279430803720e-02 
       1.279476413384e+05       4.575366811608e-08       3.597884688519e+00       3.580302929789e+04       1.380733447557e+04       1.079130995933e-01       1.766629686655e+09       2.074239429828e+00       7.374316718921e+08       5.709942228260e+06       2.854971114130e+07       1.696866114662e+08       5.656214017774e+07       2.222520504857e-07      -9.500000000000e-01       3.404789701780e+08       1.281856906906e+09       1.281856906906e+09       4.158656875344e+08      -4.654758912230e+08       2.360977898718e-04       8.313714338737e-02 
       1.265796891561e+05       4.674340221681e-08       3.636502531202e+00       3.504661187665e+04       1.380729585773e+04       1.090790068357e-01       1.747737025054e+09       2.096470646147e+00       7.063970797302e+08       5.528751191400e+06       2.764375595700e+07       1.625454029754e+08       5.418173870109e+07       2.218939917908e-07      -9.500000000000e-01       3.261500141785e+08       1.228265004032e+09       1.228265004032e+09       3.983641033373e+08      -4.411830194349e+08       2.363093098296e-04       8.348369646536e-02 
       1.252263623200e+05       4.775449716013e-08       3.675532049519e+00       3.430622751161e+04       1.380725682821e+04       1.102575074042e-01       1.729046353472e+09       2.118938147962e+00       6.766685691314e+08       5.353309808480e+06       2.676654904240e+07       1.557047300736e+08       5.190151572533e+07       2.215365099455e-07      -9.500000000000e-01       3.124240880223e+08       1.176917246078e+09       1.176917246078e+09       3.815990681099e+08      -4.181586109977e+08       2.365219051141e-04       8.383400122316e-02 
       1.238875044645e+05       4.878741238844e-08       3.714977571848e+00       3.358153578979e+04       1.380721738269e+04       1.114487372527e-01       1.710555512357e+09       2.141644404347e+00       6.481911740422e+08       5.183435628312e+06       2.591717814156e+07       1.491519448110e+08       4.971725526781e+07       2.211796040206e-07      -9.500000000000e-01       2.992758133782e+08       1.127719546001e+09       1.127719546001e+09       3.655395844079e+08      -3.963364055570e+08       2.367355878761e-04       8.418809186005e-02 
       1.225629608955e+05       4.984261717549e-08       3.754843470799e+00       3.287220353205e+04       1.380717751679e+04       1.126528338013e-01       1.692262365245e+09       2.164591909277e+00       6.209122416392e+08       5.018951989345e+06       2.509475994673e+07       1.428749315230e+08       4.762491877424e+07       2.208232730882e-07      -9.500000000000e-01       2.866808799543e+08       1.080581765053e+09       1.080581765053e+09       3.501559593054e+08      -3.756536051242e+08       2.369503704032e-04       8.454600282293e-02 
       1.212525785732e+05       5.092059083560e-08       3.795134163644e+00       3.217790463925e+04       1.380713722610e+04       1.138699359522e-01       1.674164798516e+09       2.187783181865e+00       5.947813349775e+08       4.859687835953e+06       2.429843917976e+07       1.368620844292e+08       4.562063765171e+07       2.204675162220e-07      -9.500000000000e-01       2.746160005504e+08       1.035417546973e+09       1.035417546973e+09       3.354197494943e+08      -3.560506931062e+08       2.371662651210e-04       8.490776880671e-02 
       1.199562060937e+05       5.202182293504e-08       3.835854112745e+00       3.149831994178e+04       1.380709650615e+04       1.151001841054e-01       1.656260721144e+09       2.211220766593e+00       5.697501397358e+08       4.705477540539e+06       2.352738770269e+07       1.311022861747e+08       4.370070611588e+07       2.201123324972e-07      -9.500000000000e-01       2.630588680010e+08       9.921441591547e+08       9.921441591547e+08       3.213037086948e+08      -3.374712627954e+08       2.373832845947e-04       8.527342475454e-02 
       1.186736936720e+05       5.314681351198e-08       3.877007825999e+00       3.083313705222e+04       1.380705535244e+04       1.163437201750e-01       1.638548064463e+09       2.234907233548e+00       5.457723748868e+08       4.556160731294e+06       2.278080365647e+07       1.255848872754e+08       4.186157433927e+07       2.197577209904e-07      -9.500000000000e-01       2.519881139309e+08       9.506823404808e+08       9.506823404808e+08       3.077817372785e+08      -3.198618548263e+08       2.376014415310e-04       8.564300585817e-02 
       1.174048931245e+05       5.429607329772e-08       3.918599857247e+00       3.018205022117e+04       1.380701376040e+04       1.176006876058e-01       1.621024781922e+09       2.258845178661e+00       5.228037071262e+08       4.411582125416e+06       2.205791062708e+07       1.202996864274e+08       4.009984188781e+07       2.194036807796e-07      -9.500000000000e-01       2.413832692469e+08       9.109561555530e+08       9.109561555530e+08       2.948288340122e+08      -3.031718031295e+08       2.378207487793e-04       8.601654755809e-02 
       1.161496578517e+05       5.547012394372e-08       3.960634806745e+00       2.954476019613e+04       1.380697172546e+04       1.188712313889e-01       1.603688848851e+09       2.283037223945e+00       5.008016689037e+08       4.271591367621e+06       2.135795683810e+07       1.152369116459e+08       3.841225143371e+07       2.190502109446e-07      -9.500000000000e-01       2.312247262913e+08       8.728928550466e+08       8.728928550466e+08       2.824210498320e+08      -2.873530889396e+08       2.380412193337e-04       8.639408554377e-02 
       1.149078428217e+05       5.666949825252e-08       4.003117321583e+00       2.892097408338e+04       1.380692924294e+04       1.201554980792e-01       1.586538262227e+09       2.307486017735e+00       4.797255799035e+08       4.136042873782e+06       2.068021436891e+07       1.103872021968e+08       3.679568273284e+07       2.186973105665e-07      -9.500000000000e-01       2.214937025887e+08       8.364227419316e+08       8.364227419316e+08       2.705354435636e+08      -2.723602024335e+08       2.382628663339e-04       8.677565575379e-02 
       1.136793045531e+05       5.789474041427e-08       4.046052096144e+00       2.831040521282e+04       1.380688630817e+04       1.214536358118e-01       1.569571040442e+09       2.332194234935e+00       4.595364718282e+08       4.004795679530e+06       2.002397839765e+07       1.057415912898e+08       3.524714685563e+07       2.183449787277e-07      -9.500000000000e-01       2.121722061189e+08       8.014790433141e+08       8.014790433141e+08       2.591500395047e+08      -2.581500116037e+08       2.384857030678e-04       8.716129437591e-02 
       1.124639010985e+05       5.914640624925e-08       4.089443872552e+00       2.771277300563e+04       1.380684291639e+04       1.227657943192e-01       1.552785223074e+09       2.357164577257e+00       4.401970163501e+08       3.877713293653e+06       1.938856646826e+07       1.012914894994e+08       3.376378066072e+07       2.179932145124e-07      -9.500000000000e-01       2.032430020503e+08       7.679977876617e+08       7.679977876617e+08       2.482437867942e+08      -2.446816379852e+08       2.387097429722e-04       8.755103784718e-02 
       1.112614920281e+05       6.042506345349e-08       4.133297441127e+00       2.712780284481e+04       1.380679906282e+04       1.240921249484e-01       1.536178870661e+09       2.382399773474e+00       4.216714560928e+08       3.754663556153e+06       1.877331778077e+07       9.702866888334e+07       3.234284150122e+07       2.176420170061e-07      -9.500000000000e-01       1.946895808740e+08       7.359176871871e+08       7.359176871871e+08       2.377965204902e+08      -2.319163388789e+08       2.389349996353e-04       8.794492285395e-02 
       1.100719384136e+05       6.173129185099e-08       4.177617640842e+00       2.655522594843e+04       1.380675474262e+04       1.254327806780e-01       1.519750064476e+09       2.407902579660e+00       4.039255385184e+08       3.635518500808e+06       1.817759250404e+07       9.294524776999e+07       3.098170215369e+07       2.172913852958e-07      -9.500000000000e-01       1.864961278791e+08       7.051800251724e+08       7.051800251724e+08       2.277889242862e+08      -2.198173957323e+08       2.391614867976e-04       8.834298633181e-02 
       1.088951028119e+05       6.306568364865e-08       4.222409359783e+00       2.599477924559e+04       1.380670995090e+04       1.267879161364e-01       1.503496906308e+09       2.433675779450e+00       3.869264525969e+08       3.520154222090e+06       1.760077111045e+07       8.903367618541e+07       2.967784596066e+07       2.169413184700e-07      -9.500000000000e-01       1.786474939119e+08       6.757285480268e+08       6.757285480268e+08       2.182024947969e+08      -2.083500083550e+08       2.393892183544e-04       8.874526546553e-02 
       1.077308492495e+05       6.442884370081e-08       4.267677535618e+00       2.544620525499e+04       1.380666468273e+04       1.281576876189e-01       1.487417518238e+09       2.459722184281e+00       3.706427681409e+08       3.408450746308e+06       1.704225373154e+07       8.528672189406e+07       2.842886217739e+07       2.165918156185e-07      -9.500000000000e-01       1.711291673664e+08       6.475093618792e+08       6.475093618792e+08       2.090195073465e+08      -1.974811946631e+08       2.396182083567e-04       8.915179768895e-02 
       1.065790432066e+05       6.582138977632e-08       4.313427156058e+00       2.490925196616e+04       1.380661893311e+04       1.295422531059e-01       1.471510042427e+09       2.486044633655e+00       3.550443776927e+08       3.300291906844e+06       1.650145953422e+07       8.169745702687e+07       2.723244151465e+07       2.162428758330e-07      -9.500000000000e-01       1.639272473531e+08       6.204708335138e+08       6.204708335138e+08       2.002229831966e+08      -1.871796956656e+08       2.398484710137e-04       8.956262068479e-02 
       1.054395516015e+05       6.724395283178e-08       4.359663259345e+00       2.438367272312e+04       1.380657269700e+04       1.309417722812e-01       1.455772640898e+09       2.512645995390e+00       3.401024408584e+08       3.195565223344e+06       1.597782611672e+07       7.825924527208e+07       2.608637186897e+07       2.158944982061e-07      -9.500000000000e-01       1.570284179975e+08       5.945634954680e+08       5.945634954680e+08       1.917966581543e+08      -1.774158854163e+08       2.400800206940e-04       8.997777238446e-02 
       1.043122427754e+05       6.869717729048e-08       4.406390934711e+00       2.386922611054e+04       1.380652596933e+04       1.323564065500e-01       1.440203495323e+09       2.539529165877e+00       3.257893309831e+08       3.094161784740e+06       1.547080892370e+07       7.496572960510e+07       2.498853423259e+07       2.155466818322e-07      -9.500000000000e-01       1.504199238195e+08       5.697399551161e+08       5.697399551161e+08       1.837249525001e+08      -1.681616856736e+08       2.403128719277e-04       9.039729096775e-02 
       1.031969864772e+05       7.018172132607e-08       4.453615322875e+00       2.336567584240e+04       1.380647874494e+04       1.337863190575e-01       1.424800806819e+09       2.566697070339e+00       3.120785840717e+08       2.995976135993e+06       1.497988067996e+07       7.181082053482e+07       2.393689877555e+07       2.151994258072e-07      -9.500000000000e-01       1.440895461497e+08       5.459548075721e+08       5.459548075721e+08       1.759929421827e+08      -1.593904850204e+08       2.405470394081e-04       9.082121486254e-02 
       1.020936538484e+05       7.169825715572e-08       4.501341616507e+00       2.287279065289e+04       1.380643101865e+04       1.352316747080e-01       1.409562795730e+09       2.594152663096e+00       2.989448498584e+08       2.900906168419e+06       1.450453084209e+07       6.878868484452e+07       2.292952109270e+07       2.148527292283e-07      -9.500000000000e-01       1.380255805377e+08       5.231645522511e+08       5.231645522511e+08       1.685863312247e+08      -1.510770622123e+08       2.407825379934e-04       9.124958274440e-02 
       1.010021174079e+05       7.324747133572e-08       4.549575060737e+00       2.239034418973e+04       1.380638278520e+04       1.366926401830e-01       1.394487701432e+09       2.621898927820e+00       2.863638449356e+08       2.808853013504e+06       1.404426506752e+07       6.589373480668e+07       2.196453860861e+07       2.145065911941e-07      -9.500000000000e-01       1.322168151114e+08       5.013275129348e+08       5.013275129348e+08       1.614914252910e+08      -1.431975135321e+08       2.410193827088e-04       9.168243353617e-02 
       9.992225103785e+04       7.483006506511e-08       4.598320953632e+00       2.191811490971e+04       1.380633403931e+04       1.381693839613e-01       1.379573782122e+09       2.649938877808e+00       2.743123078560e+08       2.719720940085e+06       1.359860470043e+07       6.312061785160e+07       2.104016713378e+07       2.141610108049e-07      -9.500000000000e-01       1.266525098472e+08       4.804037611953e+08       4.804037611953e+08       1.546951063682e+08      -1.357291839416e+08       2.412575887482e-04       9.211980640751e-02 
       9.885392996865e+04       7.644675449332e-08       4.647584646698e+00       2.145588597645e+04       1.380628477562e+04       1.396620763375e-01       1.364819314621e+09       2.678275556241e+00       2.627679561231e+08       2.633417254793e+06       1.316708627397e+07       6.046420667086e+07       2.015469756578e+07       2.138159871623e-07      -9.500000000000e-01       1.213223767119e+08       4.603550430346e+08       4.603550430346e+08       1.481848085108e+08      -1.286506018318e+08       2.414971714759e-04       9.256174077429e-02 
       9.779703076469e+04       7.809827103765e-08       4.697371545379e+00       2.100344516038e+04       1.380623498872e+04       1.411708894419e-01       1.350222594171e+09       2.706912036457e+00       2.517094449928e+08       2.549852205654e+06       1.274926102827e+07       5.791958973729e+07       1.930649272929e+07       2.134715193693e-07      -9.500000000000e-01       1.162165606412e+08       4.411447086052e+08       4.411447086052e+08       1.419484946073e+08      -1.219414171843e+08       2.417381464290e-04       9.300827629803e-02 
       9.675143131004e+04       7.978536170583e-08       4.747687109555e+00       2.056058474078e+04       1.380618467315e+04       1.426959972604e-01       1.335781934243e+09       2.735851422219e+00       2.411163280080e+08       2.468938888757e+06       1.234469444378e+07       5.548206222386e+07       1.849398434899e+07       2.131276065303e-07      -9.500000000000e-01       1.113256213184e+08       4.227376448828e+08       4.227376448828e+08       1.359746341244e+08      -1.155823429640e+08       2.419805293187e-04       9.345945288525e-02 
       9.571701079438e+04       8.150878942447e-08       4.798536854054e+00       2.012710140995e+04       1.380613382341e+04       1.442375756540e-01       1.321495666338e+09       2.765096847985e+00       2.309690191948e+08       2.390593157869e+06       1.195296578934e+07       5.314711730477e+07       1.771567014998e+07       2.127842477515e-07      -9.500000000000e-01       1.066405157195e+08       4.051002111663e+08       4.051002111663e+08       1.302521817881e+08      -1.095550995754e+08       2.422243360328e-04       9.391531068673e-02 
