# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_fld            15:(.)w_fld              16:(.)rho_ur             17:(.)rho_crit           18:(.)rho_tot            19:(.)p_tot              20:(.)p_tot_prime        21:gr.fac. D             22:gr.fac. f          
       3.883259369656e+13       5.012302389638e-25       1.193620846607e-08       3.253558567480e+21       1.381093236025e+04       3.556531007990e-10       5.363143249163e+17       6.890918968365e-09       6.256978563905e+42       1.596297652250e+32       7.981488261249e+32       1.439760365143e+42       4.799201217143e+41       4.160733355109e-06      -9.500000000000e-01       2.888904422016e+42       1.058564335202e+43       1.058564335202e+43       3.528547783688e+42      -1.182546492989e+51       1.569975542059e-05       6.916058598727e-01 
       3.841741827356e+13       5.121223260913e-25       1.206353772432e-08       3.184360172156e+21       1.381093236025e+04       3.594966288965e-10       5.305803652315e+17       6.965388839758e-09       5.993655485580e+42       1.545643054500e+32       7.728215272498e+32       1.379168479215e+42       4.597228264049e+41       4.154030214454e-06      -9.500000000000e-01       2.767325740290e+42       1.014014970601e+43       1.014014970601e+43       3.380049901695e+42      -1.120668360400e+51       1.581646830701e-05       6.865023617703e-01 
       3.800668166381e+13       5.232511060266e-25       1.219450496137e-08       3.116633524709e+21       1.381093236025e+04       3.633816938404e-10       5.249077096965e+17       7.040663503932e-09       5.741414280539e+42       1.496595856390e+32       7.482979281952e+32       1.321126584750e+42       4.403755282500e+41       4.147337872880e-06      -9.500000000000e-01       2.650863661154e+42       9.713404527341e+42       9.713404527341e+42       3.237801508814e+42      -1.062028073693e+51       1.593318119342e-05       6.814736314120e-01 
       3.760033641013e+13       5.346217220812e-25       1.232729118783e-08       3.050347323232e+21       1.381093236025e+04       3.673087445177e-10       5.192957028830e+17       7.116751658207e-09       5.499788571445e+42       1.449105051030e+32       7.245525255150e+32       1.265527366118e+42       4.218424553726e+41       4.140656312988e-06      -9.500000000000e-01       2.539302853914e+42       9.304618792346e+42       9.304618792346e+42       3.101539597159e+42      -1.006456208784e+51       1.604989407984e-05       6.765180376872e-01 
       3.719833556269e+13       5.462394298223e-25       1.246007741429e-08       2.985470931561e+21       1.381093236025e+04       3.712782346665e-10       5.137436963702e+17       7.193662094001e-09       5.268331608316e+42       1.403121250105e+32       7.015606250527e+32       1.212268024033e+42       4.040893413444e+41       4.133985517409e-06      -9.500000000000e-01       2.432437050002e+42       8.913036683193e+42       8.913036683193e+42       2.971012227450e+42      -9.537922069029e+50       1.616660696626e-05       6.716339965991e-01 
       3.680063267365e+13       5.581095983446e-25       1.259468263015e-08       2.921974365119e+21       1.381093236025e+04       3.752906229283e-10       5.082510486701e+17       7.271403697593e-09       5.046615442507e+42       1.358596632520e+32       6.792983162600e+32       1.161250085490e+42       3.870833618298e+41       4.127325468802e-06      -9.500000000000e-01       2.330068661603e+42       8.537934190415e+42       8.537934190415e+42       2.845978063200e+42      -9.038839107043e+50       1.628331985268e-05       6.668199695500e-01 
       3.640718179173e+13       5.702377142488e-25       1.273110683542e-08       2.859828277059e+21       1.381093236025e+04       3.793463729013e-10       5.028171251529e+17       7.349985451474e-09       4.834230135467e+42       1.315484894663e+32       6.577424473316e+32       1.112379221686e+42       3.707930738955e+41       4.120676149851e-06      -9.500000000000e-01       2.232008416324e+42       8.178617774267e+42       8.178617774267e+42       2.726205924492e+42      -8.565871246558e+50       1.640003273910e-05       6.620744617583e-01 
       3.601793745696e+13       5.826293824162e-25       1.286753104068e-08       2.799003944695e+21       1.381093236025e+04       3.834459531936e-10       4.974412979737e+17       7.429416435009e-09       4.630783000784e+42       1.273741202256e+32       6.368706011281e+32       1.065565073623e+42       3.551883578744e+41       4.114037543272e-06      -9.500000000000e-01       2.138075007247e+42       7.834423082418e+42       7.834423082418e+42       2.611474360551e+42      -8.117651984251e+50       1.651674562552e-05       6.573960206734e-01 
       3.563285469539e+13       5.952903305541e-25       1.300759322476e-08       2.739473256232e+21       1.381093236025e+04       3.875898374776e-10       4.921229460006e+17       7.509705825898e-09       4.435897878138e+42       1.233322143726e+32       6.166610718629e+32       1.020721085031e+42       3.402403616770e+41       4.107409631805e-06      -9.500000000000e-01       2.048094757699e+42       7.504713721608e+42       7.504713721608e+42       2.501571240289e+42      -7.692886320687e+50       1.663345851195e-05       6.527832345340e-01 
       3.525188901392e+13       6.082264098702e-25       1.314765540883e-08       2.681208697770e+21       1.381093236025e+04       3.917785045447e-10       4.868614547422e+17       7.590862900822e-09       4.249214437805e+42       1.194185685059e+32       5.970928425296e+32       9.777643423356e+41       3.259214474452e+41       4.100792398222e-06      -9.500000000000e-01       1.961901300139e+42       7.188880080996e+42       7.188880080996e+42       2.396293360093e+42      -7.290347018797e+50       1.675017139838e-05       6.482347309080e-01 
       3.487499639512e+13       6.214435993760e-25       1.328953658231e-08       2.624183340590e+21       1.381093236025e+04       3.960124383606e-10       4.816562162769e+17       7.672897036850e-09       4.070387514427e+42       1.156291126090e+32       5.781455630449e+32       9.366154213556e+41       3.122051404519e+41       4.094185825318e-06      -9.500000000000e-01       1.879335268556e+42       6.886338205033e+42       6.886338205033e+42       2.295446068113e+42      -6.908871058131e+50       1.686688428481e-05       6.437491753624e-01 
       3.450213329218e+13       6.349480077752e-25       1.343323674519e-08       2.568370828709e+21       1.381093236025e+04       4.002921281212e-10       4.765066291827e+17       7.755817712341e-09       3.899086468830e+42       1.119599058172e+32       5.597995290858e+32       8.971982404530e+41       2.990660801510e+41       4.087589895920e-06      -9.500000000000e-01       1.800244003808e+42       6.596528713764e+42       6.596528713764e+42       2.198842904364e+42      -6.547356274647e+50       1.698359717124e-05       6.393252701415e-01 
       3.413325662389e+13       6.487458763858e-25       1.357875589747e-08       2.513745366694e+21       1.381093236025e+04       4.046180683089e-10       4.714120984675e+17       7.839634508060e-09       3.734994576691e+42       1.084071323195e+32       5.420356615974e+32       8.594399198626e+41       2.864799732875e+41       4.081004592880e-06      -9.500000000000e-01       1.724481271369e+42       6.318915768573e+42       6.318915768573e+42       2.106305255974e+42      -6.204758176332e+50       1.710031005767e-05       6.349617529167e-01 
       3.376832376959e+13       6.628435826029e-25       1.372609403916e-08       2.460281707743e+21       1.381093236025e+04       4.089907587502e-10       4.663720355008e+17       7.924357108399e-09       3.577808442935e+42       1.049670973904e+32       5.248354869521e+32       8.232706469425e+41       2.744235489808e+41       4.074429899079e-06      -9.500000000000e-01       1.651906990947e+42       6.052986081454e+42       6.052986081454e+42       2.017662026941e+42      -5.880086925441e+50       1.721702294411e-05       6.306573955964e-01 
       3.340729256434e+13       6.772476416946e-25       1.387343218084e-08       2.407955142018e+21       1.381093236025e+04       4.134107046732e-10       4.613858579452e+17       8.009995302269e-09       3.427237440777e+42       1.016362235476e+32       5.081811177378e+32       7.886235470950e+41       2.628745156983e+41       4.067865797424e-06      -9.500000000000e-01       1.582386977490e+42       5.798247965972e+42       5.798247965972e+42       1.932749321787e+42      -5.572404478652e+50       1.733373583054e-05       6.264110031530e-01 
       3.305012129399e+13       6.919647114355e-25       1.402440830134e-08       2.356741485223e+21       1.381093236025e+04       4.178784167658e-10       4.564529896893e+17       8.096558984550e-09       3.283003174375e+42       9.841104683104e+31       4.920552341552e+32       7.554345601201e+41       2.518115200400e+41       4.061312270851e-06      -9.500000000000e-01       1.515792693083e+42       5.554230428169e+42       5.554230428169e+42       1.851410142526e+42      -5.280821876859e+50       1.745044871698e-05       6.222214125450e-01 
       3.269676869035e+13       7.070015931876e-25       1.417538442183e-08       2.306617067423e+21       1.381093236025e+04       4.223944112350e-10       4.515728607811e+17       8.184058156845e-09       3.144838964094e+42       9.528821320138e+31       4.764410660069e+32       7.236423217718e+41       2.412141072573e+41       4.054769302323e-06      -9.500000000000e-01       1.452001009291e+42       5.320482295729e+42       5.320482295729e+42       1.773494098386e+42      -5.004496676784e+50       1.756716160342e-05       6.180874916213e-01 
       3.234719392648e+13       7.223652373236e-25       1.432817953173e-08       2.257558722113e+21       1.381093236025e+04       4.269592098664e-10       4.467449073625e+17       8.272502929074e-09       3.012489353431e+42       9.226447505126e+31       4.613223752563e+32       6.931880503006e+41       2.310626834335e+41       4.048236874830e-06      -9.500000000000e-01       1.390893979501e+42       5.096571383787e+42       5.096571383787e+42       1.698857127745e+42      -4.742630516983e+50       1.768387448987e-05       6.140081381383e-01 
       3.200135661192e+13       7.380627440612e-25       1.448279363103e-08       2.209543775500e+21       1.381093236025e+04       4.315733400847e-10       4.419685716034e+17       8.361903520192e-09       2.885709636694e+42       8.933668782826e+31       4.466834391413e+32       6.640154377691e+41       2.213384792564e+41       4.041714971392e-06      -9.500000000000e-01       1.332358620851e+42       4.882083695850e+42       4.882083695850e+42       1.627361231771e+42      -4.494466811211e+50       1.780058737631e-05       6.099822787427e-01 
       3.165921678804e+13       7.541013688378e-25       1.463922671974e-08       2.162550036032e+21       1.381093236025e+04       4.362373350140e-10       4.372433016381e+17       8.452270259762e-09       2.764265406556e+42       8.650180676463e+31       4.325090338232e+32       6.360705459427e+41       2.120235153142e+41       4.035203575051e-06      -9.500000000000e-01       1.276286705327e+42       4.676622658344e+42       4.676622658344e+42       1.558874219275e+42      -4.259288562484e+50       1.791730026276e-05       6.060088680620e-01 
       3.132073492344e+13       7.704885242348e-25       1.479747879785e-08       2.116555784140e+21       1.381093236025e+04       4.409517335404e-10       4.325685515008e+17       8.543613588880e-09       2.647932120653e+42       8.375688371087e+31       4.187844185543e+32       6.093017065615e+41       2.031005688538e+41       4.028702668883e-06      -9.500000000000e-01       1.222574559658e+42       4.479808387375e+42       4.479808387375e+42       1.493269462291e+42      -4.036416291529e+50       1.803401314921e-05       6.020868877783e-01 
       3.098587190933e+13       7.872317839947e-25       1.495754986536e-08       2.071539762194e+21       1.381093236025e+04       4.457170803732e-10       4.279437810631e+17       8.635944061495e-09       2.536494686422e+42       8.109906406977e+31       4.054953203489e+32       5.836594258087e+41       1.945531419362e+41       4.022212235985e-06      -9.500000000000e-01       1.171122873634e+42       4.291276986351e+42       4.291276986351e+42       1.430425661955e+42      -3.825206073622e+50       1.815072603566e-05       5.982153457663e-01 
       3.065458905510e+13       8.043388867885e-25       1.511943992227e-08       2.027481164686e+21       1.381093236025e+04       4.505339261088e-10       4.233684559712e+17       8.729272345674e-09       2.429747063402e+42       7.852558382780e+31       3.926279191390e+32       5.590962928001e+41       1.863654309334e+41       4.015732259485e-06      -9.500000000000e-01       1.121836516483e+42       4.110679873157e+42       4.110679873157e+42       1.370226624229e+42      -3.625047678155e+50       1.826743892211e-05       5.943932752612e-01 
       3.032684808375e+13       8.218177387491e-25       1.528314896859e-08       1.984359628609e+21       1.381093236025e+04       4.554028272937e-10       4.188420475842e+17       8.823609224649e-09       2.327491882287e+42       7.603376668061e+31       3.801688334030e+32       5.355668919245e+41       1.785222973082e+41       4.009262722538e-06      -9.500000000000e-01       1.074624360987e+42       3.937683135655e+42       3.937683135655e+42       1.312561045066e+42      -3.435362805553e+50       1.838415180857e-05       5.906197340387e-01 
       3.000261112755e+13       8.396764188152e-25       1.544867700431e-08       1.942155224048e+21       1.381093236025e+04       4.603243464887e-10       4.143640329134e+17       8.918965598360e-09       2.229540079998e+42       7.362102124982e+31       3.681051062491e+32       5.130277188732e+41       1.710092396244e+41       4.002803608325e-06      -9.500000000000e-01       1.029399114986e+42       3.771966914299e+42       3.771966914299e+42       1.257322304619e+42      -3.255603416445e+50       1.850086469502e-05       5.868938036637e-01 
       2.968184072361e+13       8.579231802517e-25       1.561420504004e-08       1.900848444968e+21       1.381093236025e+04       4.652990523347e-10       4.099338945614e+17       9.015352484327e-09       2.135710550119e+42       7.128483838811e+31       3.564241919406e+32       4.914371002033e+41       1.638123667344e+41       3.996354900054e-06      -9.500000000000e-01       9.860771599856e+41       3.613224810736e+42       3.613224810736e+42       1.204408270103e+42      -3.085250148263e+50       1.861757758148e-05       5.832145887162e-01 
       2.936449980958e+13       8.765664570861e-25       1.578337105457e-08       1.860420200196e+21       1.381093236025e+04       4.703275196175e-10       4.055511206625e+17       9.112781019382e-09       2.045829808045e+42       6.902278856981e+31       3.451139428490e+32       4.707551162862e+41       1.569183720954e+41       3.989916580960e-06      -9.500000000000e-01       9.445783965520e+41       3.461163321297e+42       3.461163321297e+42       1.153721106961e+42      -2.923810814693e+50       1.873429046794e-05       5.795812161068e-01 
       2.905055171935e+13       8.956148651624e-25       1.595435605850e-08       1.820851804604e+21       1.381093236025e+04       4.754103293346e-10       4.012152048237e+17       9.211262460461e-09       1.959731670217e+42       6.683251936426e+31       3.341625968213e+32       4.509435274991e+41       1.503145091664e+41       3.983488634307e-06      -9.500000000000e-01       9.048260962111e+41       3.315501294328e+42       3.315501294328e+42       1.105167097976e+42      -2.770818983651e+50       1.885100335441e-05       5.759928343514e-01 
       2.873996017883e+13       9.150772088530e-25       1.612716005184e-08       1.782124970466e+21       1.381093236025e+04       4.805480687625e-10       3.969256460659e+17       9.310808186372e-09       1.877256946863e+42       6.471175298948e+31       3.235587649474e+32       4.319657035225e+41       1.439885678408e+41       3.977071043384e-06      -9.500000000000e-01       8.667467595841e+41       3.175969410357e+42       3.175969410357e+42       1.058656469990e+42      -2.625832629655e+50       1.896771624087e-05       5.724486129380e-01 
       2.843268930175e+13       9.349624829074e-25       1.630178303458e-08       1.744221799011e+21       1.381093236025e+04       4.857413315242e-10       3.926819487663e+17       9.411429698738e-09       1.798253147664e+42       6.265828394330e+31       3.132914197165e+32       4.137865556126e+41       1.379288518709e+41       3.970663791507e-06      -9.500000000000e-01       8.302699804918e+41       3.042309684144e+42       3.042309684144e+42       1.014103227923e+42      -2.488432856728e+50       1.908442912734e-05       5.689477416607e-01 
       2.812870358551e+13       9.552798779596e-25       1.647640601732e-08       1.707124772147e+21       1.381093236025e+04       4.909907176582e-10       3.884836226010e+17       9.513138623545e-09       1.722574199812e+42       6.066997670975e+31       3.033498835487e+32       3.963724717253e+41       1.321241572418e+41       3.964266862020e-06      -9.500000000000e-01       7.953283157777e+41       2.914274987679e+42       2.914274987679e+42       9.714249957716e+41      -2.358222688114e+50       1.920114201381e-05       5.654894300172e-01 
       2.782796790711e+13       9.760387845113e-25       1.665466697887e-08       1.670816744368e+21       1.381093236025e+04       4.962968336872e-10       3.843301824881e+17       9.615946712450e-09       1.650080177928e+42       5.874476353825e+31       2.937238176912e+32       3.796912543690e+41       1.265637514563e+41       3.957880238292e-06      -9.500000000000e-01       7.618571606106e+41       2.791628593260e+42       2.791628593260e+42       9.305428643026e+41      -2.234825919333e+50       1.931785490028e-05       5.620729066107e-01 
       2.753044751901e+13       9.972487964923e-25       1.683474692982e-08       1.635280934825e+21       1.381093236025e+04       5.016602926889e-10       3.802211485324e+17       9.719865844003e-09       1.580637045353e+42       5.688064229321e+31       2.844032114661e+32       3.637120610744e+41       1.212373536915e+41       3.951503903721e-06      -9.500000000000e-01       7.297946290347e+41       2.674143735803e+42       2.674143735803e+42       8.913812451540e+41      -2.117886031245e+50       1.943456778675e-05       5.586974185682e-01 
       2.723610804523e+13       1.018919717354e-24       1.701664587017e-08       1.600500919576e+21       1.381093236025e+04       5.070817143664e-10       3.761560459691e+17       9.824908025292e-09       1.514116406319e+42       5.507567437192e+31       2.753783718596e+32       3.484053473678e+41       1.161351157893e+41       3.945137841731e-06      -9.500000000000e-01       6.990814395456e+41       2.561603193562e+42       2.561603193562e+42       8.538677310773e+41      -2.007065159994e+50       1.955128067323e-05       5.553622310045e-01 
       2.694491547728e+13       1.041061562216e-24       1.720036379993e-08       1.566460623988e+21       1.381093236024e+04       5.125617251198e-10       3.721344051093e+17       9.931085392951e-09       1.450395268555e+42       5.332798268848e+31       2.666399134424e+32       3.337428121463e+41       1.112476040488e+41       3.938782035771e-06      -9.500000000000e-01       6.696608054839e+41       2.453798886505e+42       2.453798886505e+42       8.179329620618e+41      -1.902043120843e+50       1.966799355970e-05       5.520666264645e-01 
       2.665683617028e+13       1.063684565457e-24       1.738771970849e-08       1.533144315316e+21       1.381093236024e+04       5.181009581190e-10       3.681557612859e+17       1.003841021502e-08       1.389355815886e+42       5.163574972171e+31       2.581787486086e+32       3.196973453502e+41       1.065657817834e+41       3.932436469318e-06      -9.500000000000e-01       6.414783300396e+41       2.350531491586e+42       2.350531491586e+42       7.835104970919e+41      -1.802516483102e+50       1.978470644618e-05       5.488099044383e-01 
       2.637183683907e+13       1.086799182079e-24       1.757507561706e-08       1.500536595424e+21       1.381093236024e+04       5.237000533761e-10       3.642196547998e+17       1.014689489187e-08       1.330885190393e+42       4.999721562502e+31       2.499860781251e+32       3.062429778388e+41       1.020809926129e+41       3.926101125877e-06      -9.500000000000e-01       6.144819056761e+41       2.251610074208e+42       2.251610074208e+42       7.505366913027e+41      -1.708197693443e+50       1.990141933266e-05       5.455913808320e-01 
       2.608988455433e+13       1.110416096079e-24       1.776425051503e-08       1.468622393675e+21       1.381093236024e+04       5.293596578201e-10       3.603256308664e+17       1.025655195811e-08       1.274875283750e+42       4.841067639623e+31       2.420533819812e+32       2.933548333748e+41       9.778494445828e+40       3.919775988978e-06      -9.500000000000e-01       5.886216177872e+41       2.156851735203e+42       2.156851735203e+42       7.189505783041e+41      -1.618814245106e+50       2.001813221915e-05       5.424103875222e-01 
       2.581094673883e+13       1.134546222056e-24       1.795706339180e-08       1.437386959958e+21       1.381093236024e+04       5.350804253712e-10       3.564732395638e+17       1.036739408362e-08       1.221222537338e+42       4.687448210552e+31       2.343724105276e+32       2.810090826300e+41       9.366969421001e+40       3.913461042177e-06      -9.500000000000e-01       5.638496524079e+41       2.066081272657e+42       2.066081272657e+42       6.886937574586e+41      -1.534107890566e+50       2.013484510563e-05       5.392662718629e-01 
       2.553499116361e+13       1.159200712742e-24       1.815169525798e-08       1.406815857879e+21       1.381093236024e+04       5.408630170165e-10       3.526620357801e+17       1.047943407532e-08       1.169827750770e+42       4.538703517953e+31       2.269351758976e+32       2.691828991264e+41       8.972763304212e+40       3.907156269058e-06      -9.500000000000e-01       5.401202078097e+41       1.979130857979e+42       1.979130857979e+42       6.597102859021e+41      -1.453833895404e+50       2.025155799212e-05       5.361583962613e-01 
       2.526198594432e+13       1.184390963035e-24       1.834632712416e-08       1.376894958082e+21       1.381093236024e+04       5.467081008865e-10       3.488915791625e+17       1.059268487852e-08       1.120595898480e+42       4.394678873999e+31       2.197339436999e+32       2.578544170313e+41       8.595147234377e+40       3.900861653230e-06      -9.500000000000e-01       5.173894098163e+41       1.895839725591e+42       1.895839725591e+42       6.319465751091e+41      -1.377760331215e+50       2.036827087861e-05       5.330861377374e-01 
       2.499189953747e+13       1.210128614988e-24       1.854459696915e-08       1.347610431723e+21       1.381093236024e+04       5.526163523320e-10       3.451614340660e+17       1.070715957834e-08       1.073435954022e+42       4.255224499503e+31       2.127612249752e+32       2.470026907294e+41       8.233423024315e+40       3.894577178330e-06      -9.500000000000e-01       4.956152306827e+41       1.816053875690e+42       1.816053875690e+42       6.053512918115e+41      -1.305667405520e+50       2.048498376510e-05       5.300488875045e-01 
       2.472470073681e+13       1.236425564661e-24       1.874650479294e-08       1.318948744078e+21       1.381093236024e+04       5.585884540022e-10       3.414711695034e+17       1.082287140148e-08       1.028260721774e+42       4.120195368153e+31       2.060097684077e+32       2.366076560952e+41       7.886921869841e+40       3.888302828019e-06      -9.500000000000e-01       4.747574113894e+41       1.739625789506e+42       1.739625789506e+42       5.798752630862e+41      -1.237346826740e+50       2.060169665159e-05       5.270460505802e-01 
       2.446035866975e+13       1.263293965153e-24       1.894841261674e-08       1.290896648285e+21       1.381093236024e+04       5.646250959240e-10       3.378203590952e+17       1.093983371735e-08       9.849866757130e+41       3.989451055692e+31       1.994725527846e+32       2.266500933960e+41       7.555003113199e+40       3.882038585988e-06      -9.500000000000e-01       4.547773872056e+41       1.666414156554e+42       1.666414156554e+42       5.554713854382e+41      -1.172601202397e+50       2.071840953809e-05       5.240770453771e-01 
       2.419884279376e+13       1.290746235490e-24       1.915395841934e-08       1.263441179224e+21       1.381093236024e+04       5.707269755810e-10       3.342085810208e+17       1.105806004013e-08       9.435338049850e+41       3.862855593884e+31       1.931427796942e+32       2.171115917556e+41       7.237053058520e+40       3.875784435950e-06      -9.500000000000e-01       4.356382163857e+41       1.596283613358e+42       1.596283613358e+42       5.320945377088e+41      -1.111243468807e+50       2.083512242459e-05       5.211413033534e-01 
       2.394012289285e+13       1.318795062463e-24       1.935950422194e-08       1.236569647523e+21       1.381093236024e+04       5.768947979948e-10       3.306354179691e+17       1.117756402973e-08       9.038254659690e+41       3.740277329110e+31       1.870138664555e+32       2.079745151144e+41       6.932483837145e+40       3.869540361647e-06      -9.500000000000e-01       4.173045118664e+41       1.529104493174e+42       1.529104493174e+42       5.097014976499e+41      -1.053096350610e+50       2.095183531109e-05       5.182382686202e-01 
       2.368416907410e+13       1.347453410865e-24       1.956868800335e-08       1.210269633695e+21       1.381093236024e+04       5.831292758059e-10       3.271004570909e+17       1.129835949399e-08       8.657882405676e+41       3.621588785458e+31       1.810794392729e+32       1.992219696208e+41       6.640732320693e+40       3.863306346847e-06      -9.500000000000e-01       3.997423758384e+41       1.464752586244e+42       1.464752586244e+42       4.882508620089e+41      -9.979918485906e+49       2.106854819759e-05       5.153673976227e-01 
       2.343095176416e+13       1.376734525019e-24       1.978150976356e-08       1.184528982398e+21       1.381093236024e+04       5.894311293564e-10       3.236032899509e+17       1.142046038970e-08       8.293518004624e+41       3.506666532152e+31       1.753333266076e+32       1.908377723961e+41       6.361259079870e+40       3.857082375344e-06      -9.500000000000e-01       3.829193370718e+41       1.403108910141e+42       1.403108910141e+42       4.677029699768e+41      -9.457707542867e+49       2.118526108409e-05       5.125281587690e-01 
       2.318044170588e+13       1.406651938621e-24       1.999433152378e-08       1.159335796815e+21       1.381093236024e+04       5.958010867731e-10       3.201435124804e+17       1.154388082468e-08       7.944487770812e+41       3.395391055188e+31       1.697695527594e+32       1.828064216132e+41       6.093547387106e+40       3.850868430956e-06      -9.500000000000e-01       3.668042908785e+41       1.344059489777e+42       1.344059489777e+42       4.480198298576e+41      -8.962821900071e+49       2.130197397060e-05       5.097200321279e-01 
       2.293260995490e+13       1.437219478781e-24       2.021079126280e-08       1.134678433157e+21       1.381093236024e+04       6.022398840516e-10       3.167207249310e+17       1.166863505910e-08       7.610146370381e+41       3.287646633048e+31       1.643823316524e+32       1.751130678347e+41       5.837102261156e+40       3.844664497531e-06      -9.500000000000e-01       3.513674416021e+41       1.287495146672e+42       1.287495146672e+42       4.291650488250e+41      -8.493831729126e+49       2.141868685711e-05       5.069425090968e-01 
       2.268742787634e+13       1.468451272936e-24       2.042906999122e-08       1.110545495282e+21       1.381093236024e+04       6.087482651414e-10       3.133345318280e+17       1.179473750726e-08       7.289875628156e+41       3.183321216352e+31       1.591660608176e+32       1.677434865574e+41       5.591449551912e+40       3.838470558939e-06      -9.500000000000e-01       3.365802475274e+41       1.233311297091e+42       1.233311297091e+42       4.111037656335e+41      -8.049382019086e+49       2.153539974362e-05       5.041950920973e-01 
       2.244486714143e+13       1.500361756409e-24       2.064916770905e-08       1.086925829426e+21       1.381093236024e+04       6.153269820319e-10       3.099845419249e+17       1.192220273932e-08       6.983083384679e+41       3.082306311333e+31       1.541153155667e+32       1.606840519120e+41       5.356135063735e+40       3.832286599079e-06      -9.500000000000e-01       3.224153681089e+41       1.181407758674e+42       1.181407758674e+42       3.938025861630e+41      -7.628188661545e+49       2.165211263013e-05       5.014772942855e-01 
       2.220489972430e+13       1.532965676705e-24       2.087290340569e-08       1.063808519050e+21       1.381093236024e+04       6.219767948390e-10       3.066703681583e+17       1.205104548271e-08       6.689202401347e+41       2.984496867008e+31       1.492248433504e+32       1.539217114701e+41       5.130723715670e+40       3.826112601874e-06      -9.500000000000e-01       3.088466134196e+41       1.131688565203e+42       1.131688565203e+42       3.772295216748e+41      -7.229034740574e+49       2.176882551665e-05       4.987886392489e-01 
       2.196749789871e+13       1.566278103819e-24       2.109845809173e-08       1.041182879793e+21       1.381093236024e+04       6.286984718933e-10       3.033916276029e+17       1.218128062429e-08       6.407689311624e+41       2.889791165931e+31       1.444895582965e+32       1.474439621105e+41       4.914798737017e+40       3.819948551274e-06      -9.500000000000e-01       2.958488957281e+41       1.084061789174e+42       1.084061789174e+42       3.613539296670e+41      -6.850767016798e+49       2.188553840316e-05       4.961286607495e-01 
       2.173263423486e+13       1.600314432810e-24       2.132583176717e-08       1.019038454535e+21       1.381093236024e+04       6.354927898288e-10       3.001479414275e+17       1.231292321148e-08       6.138023616393e+41       2.798090718407e+31       1.399045359203e+32       1.412388269024e+41       4.707960896747e+40       3.813794431255e-06      -9.500000000000e-01       2.833981831124e+41       1.038439371822e+42       1.038439371822e+42       3.461464572180e+41      -6.492292595446e+49       2.200225128968e-05       4.934969024283e-01 
       2.150028159620e+13       1.635090395998e-24       2.155684342142e-08       9.973650085643e+20       1.381093236024e+04       6.423605336723e-10       2.969389348513e+17       1.244598845465e-08       5.879706721586e+41       2.709300160073e+31       1.354650080037e+32       1.352948329604e+41       4.509827765348e+40       3.807650225819e-06      -9.500000000000e-01       2.714714550268e+41       9.947369603085e+41       9.947369603085e+41       3.315789867153e+41      -6.152575768747e+49       2.211896417621e-05       4.908929175734e-01 
       2.127041313631e+13       1.670622064863e-24       2.178967406508e-08       9.761525248446e+20       1.381093236024e+04       6.493024969346e-10       2.937642371000e+17       1.258049172825e-08       5.632261016322e+41       2.623327152721e+31       1.311663576361e+32       1.296009902322e+41       4.320033007741e+40       3.801515918991e-06      -9.500000000000e-01       2.600466597387e+41       9.528737517605e+41       9.528737517605e+41       3.176245838677e+41      -5.830635023554e+49       2.223567706273e-05       4.883162688375e-01 
       2.104300229581e+13       1.706925862344e-24       2.202614268754e-08       9.553911993886e+20       1.381093236024e+04       6.563194817019e-10       2.906234813639e+17       1.271644857310e-08       5.395228989826e+41       2.540082288268e+31       1.270041144134e+32       1.241467711785e+41       4.138225705952e+40       3.795391494825e-06      -9.500000000000e-01       2.491026735558e+41       9.127723438693e+41       9.127723438693e+41       3.042574479056e+41      -5.525540205549e+49       2.235238994926e-05       4.857665280190e-01 
       2.081802279927e+13       1.744018566880e-24       2.226443029940e-08       9.350714367251e+20       1.381093236024e+04       6.634122987283e-10       2.875163047546e+17       1.285387469785e-08       5.168172385531e+41       2.459478995779e+31       1.229739497889e+32       1.189220913084e+41       3.964069710280e+40       3.789276937400e-06      -9.500000000000e-01       2.386192617701e+41       8.743585917791e+41       8.743585917791e+41       2.914528638772e+41      -5.236409831828e+49       2.246910283578e-05       4.832432758065e-01 
       2.059544865216e+13       1.781917321904e-24       2.250453690067e-08       9.151838454642e+20       1.381093236024e+04       6.705817675299e-10       2.844423482638e+17       1.299278598092e-08       4.950671390766e+41       2.381433451434e+31       1.190716725717e+32       1.139172905337e+41       3.797243017789e+40       3.783172230819e-06      -9.500000000000e-01       2.285770412454e+41       8.375614709986e+41       8.375614709986e+41       2.791871569519e+41      -4.962408544115e+49       2.258581572231e-05       4.807461015574e-01 
       2.037525413791e+13       1.820639644000e-24       2.274646249134e-08       8.957192339572e+20       1.381093236024e+04       6.778287164792e-10       2.814012567214e+17       1.313319847243e-08       4.742323860553e+41       2.305864491358e+31       1.152932245679e+32       1.091231153081e+41       3.637437176938e+40       3.777077359214e-06      -9.500000000000e-01       2.189574445790e+41       8.023129460808e+41       8.023129460808e+41       2.674376486475e+41      -4.702744695235e+49       2.270252860885e-05       4.782746030769e-01 
